"","GSM1647628","GSM1647629","GSM1647630","GSM1647631","GSM1647632","GSM1647633","GSM1647634","GSM1647635","GSM1647636","GSM1647637","GSM1647638","GSM1647639","GSM1647640","GSM1647641","GSM1647642","GSM1647643","GSM1647644","GSM1647645","GSM1647646","GSM1647647","GSM1647648","GSM1647649","GSM1647650","GSM1647651","GSM1647652","GSM1647653","GSM1647654","GSM1647655","GSM1647656","GSM1647657","GSM1647658","GSM1647659","GSM1647660","GSM1647661","GSM1647662","GSM1647663","GSM1647664","GSM1647665","GSM1647666","GSM1647667","GSM1647668","GSM1647669","GSM1647670","GSM1647671","GSM1647672","GSM1647673","GSM1647674","GSM1647675","GSM1647676","GSM1647677","GSM1647678","GSM1647679","GSM1647680","GSM1647681","GSM1647682","GSM1647683","GSM1647684","GSM1647685","GSM1647686","GSM1647687","GSM1647688","GSM1647689","GSM1647690","GSM1647691","GSM1647692","GSM1647693","GSM1647694","GSM1647695","GSM1647696","GSM1647697","GSM1647698","GSM1647699","GSM1647700","GSM1647701","GSM1647702","GSM1647703","GSM1647704","GSM1647705","GSM1647706","GSM1647707","GSM1647708","GSM1647709","GSM1647710","GSM1647711","GSM1647712","GSM1647713","GSM1647714","GSM1647715","GSM1647716","GSM1647717","GSM1647718","GSM1647719","GSM1647720","GSM1647721","GSM1647722","GSM1647723","GSM1647724","GSM1647725","GSM1647726","GSM1647727","GSM1647728","GSM1647729","GSM1647730","GSM1647731","GSM1647732","genes"
"SYN1",6.549558575,6.894794622,7.470388194,6.85913522,6.913267289,6.773208423,7.206408812,7.135396394,7.332186502,6.573554516,6.389554963,6.783584883,7.047551938,7.116062424,6.99838963,6.886893273,6.536257841,6.727569716,6.796406457,6.182557056,6.507558829,6.814773647,6.318836255,6.867136573,6.041591913,6.216983355,6.450537639,6.517150678,6.788317965,6.647229623,6.62327459,7.098381229,6.524784334,6.524460458,6.830007069,6.878917534,7.104397362,7.079544556,6.945453522,6.862795713,7.254919157,6.737242337,6.642339019,6.71396823,6.607276962,6.834160047,6.594982976,7.049149595,6.756755812,6.637032546,7.189843556,6.671495779,6.824193025,6.727544766,6.553923138,7.246708532,6.8402547,6.795509898,6.698458077,6.99653479,6.418400271,6.915346663,6.651198457,6.965686945,7.074572586,6.510047488,7.037203605,6.333588761,6.762600112,6.63776038,7.132016278,6.689141842,6.790296116,6.27165043,6.80328566,6.742476327,6.633637332,6.701487941,6.553874893,6.607070896,6.533916976,6.961780429,6.984507425,7.18320049,6.447240442,6.475956801,6.666518576,6.868610494,7.090398942,6.315456177,6.501323504,6.744630679,6.858243769,6.383666162,6.656769803,6.769726086,6.932176221,6.717764813,6.833314672,6.854362085,7.062475852,6.96318311,6.594565762,6.49172087,7.339403271,"SYN1"
"WDR48",6.744266588,6.862837019,6.894572025,6.648581235,6.81331011,6.140254907,6.230586271,6.755095735,7.349336194,6.59484757,6.357353806,6.571388865,6.8959982,6.689785678,7.155056345,6.846746008,6.784852451,7.121030031,6.536670504,6.339631094,6.350699226,6.103555948,7.369686606,6.647971138,6.662425796,6.421190447,6.951021993,6.639841014,6.543401197,6.675386182,6.363533209,6.99362623,6.179499412,6.319969098,6.346006176,7.240137387,6.799328031,6.434628367,6.881458197,6.493539756,6.846526224,7.178488149,7.006093696,6.417464303,6.848570632,6.316453743,6.617390671,6.566755888,6.33233862,6.295404215,7.360231401,7.261364046,7.131380825,6.66836506,6.685946575,6.934631786,6.479190216,6.913066425,6.439684337,6.503835974,6.551154404,6.035545436,6.974104288,6.392904056,6.492141344,6.958744956,5.96205701,6.920275372,6.986052865,7.085219582,7.036490214,7.076445173,6.381640813,7.111869103,7.087014761,6.854877314,6.833894887,6.136546582,6.821525316,6.846211423,6.763686345,6.771093123,7.186258359,6.386528709,7.283928199,6.855214801,6.539825446,7.114513588,6.961226307,7.013585982,6.990367932,5.902958315,6.825202342,6.531472603,6.480735467,6.417957166,6.655721472,6.775181791,7.051596707,6.898178941,6.730745715,5.919516212,6.816749706,6.629027129,6.085259274,"WDR48"
"PAFAH1B3",6.595101727,7.026402772,6.453303705,6.887688695,7.061161358,6.545586907,6.656465944,6.573418251,6.526996638,6.654313157,6.883413861,6.455510166,6.854469179,6.887763462,6.560180717,6.830977828,6.733533272,7.295269767,6.922055008,6.621551649,6.856275649,6.748370036,7.570608105,7.10578833,6.778079894,6.516735199,6.409540615,6.822708247,6.509137093,6.494711544,6.326937289,6.857804142,6.843939456,6.185234631,6.466604338,6.654851714,6.60198217,6.400361317,7.067438643,6.339553447,6.20147118,6.386223381,6.716457765,6.904484186,6.753954433,6.570362325,6.821711109,6.095755135,6.471140659,6.621682003,6.100327028,7.277953673,7.198097568,6.932890649,6.639916586,6.689254249,6.347341945,6.488890873,6.886737219,6.878084165,6.533590369,6.678325169,7.3667629,6.931596637,6.191560752,6.9740965,6.80129635,6.82052236,6.646845047,6.468488934,6.507577994,6.325725078,6.814010827,7.211543192,6.40500137,6.760490612,6.675917928,6.083982351,6.451621453,7.090213615,6.720934378,6.532292709,6.678180698,7.337318285,6.765952706,7.097955036,7.159283718,7.107478289,6.191048696,5.818579232,6.681560511,7.090522262,6.504006693,7.111491296,6.460963651,6.508205899,6.613765462,6.103803545,6.30762141,6.91121361,6.632897069,6.793236001,6.710284739,6.467030748,5.997464787,"PAFAH1B3"
"GIPC2",6.740365699,6.486905995,6.648962318,6.777901941,6.457064085,6.290546348,6.873391764,6.579033221,6.586996344,6.501532463,6.578825442,6.213767507,6.898223583,5.933549032,6.87470964,6.546755919,6.17100524,6.477203905,6.586118128,7.714679579,6.309365041,6.381004822,6.22054171,6.046281206,6.030328211,6.492738259,6.362832527,7.809638271,6.248680641,6.816351487,6.709229611,6.32748037,6.229449995,6.10023121,5.435402672,6.945307778,6.228412725,6.334746219,6.442506514,6.156801196,6.637563826,7.435624489,6.607706648,6.176975026,6.79589974,6.701922012,6.264240348,6.419757664,6.663894843,6.728308601,6.26986228,7.618082248,6.50215259,6.579044726,6.633137859,6.697070881,5.622567976,7.137988744,7.011513851,7.231174966,6.773149244,6.979609093,6.206750062,6.57832345,6.252664065,6.351347036,6.088428264,7.360950859,6.821496242,8.811130645,6.22205724,7.904026115,6.479118162,6.21154931,5.87131956,6.527239886,7.498182194,6.166023554,6.606032764,7.830033185,6.119290304,6.297863767,6.007684345,6.194712817,5.950300358,7.477918211,6.852060664,6.188711665,8.144906602,7.542692875,6.447201945,6.095987572,5.445202212,7.180303308,7.237455372,7.002047376,7.635749194,7.765034169,6.185091487,7.122335472,6.058368512,7.203634099,7.23922364,6.981150309,6.29404315,"GIPC2"
"CCDC186",6.409735311,6.512559319,6.81980872,6.266286835,6.566693325,6.50346767,6.386649548,6.383028041,6.565620124,5.945198544,6.792600654,6.30585147,6.041410518,6.599229591,6.616520477,6.732371139,6.509598408,6.629181019,6.328188493,6.146931105,6.747686819,6.446258851,6.644526488,6.495888007,7.343120835,6.602955892,6.287702673,6.705114635,6.391268589,6.321982903,6.123667452,6.413271153,6.657072095,7.026286585,6.611095558,6.753761718,7.045877152,6.636554375,6.554000862,6.958289875,6.101731671,6.844939965,6.669365135,6.380462496,6.31661419,6.62424233,6.280731392,6.734569581,6.911388164,6.175496739,6.981618185,6.764450123,7.122804031,6.323079205,6.299553417,5.851171667,6.762197004,6.014037376,6.552830843,6.744275305,6.752571616,6.4027632,6.306976505,6.720588275,6.630717759,6.366258443,6.363333578,6.945366726,6.739954818,7.196907771,6.486099887,7.034529993,6.721748113,6.805305878,6.789413956,6.782954317,6.45963172,6.802525345,6.624042407,6.394768335,6.701942878,6.213106312,6.375158671,6.778135354,6.587370861,7.099761423,6.367220125,6.645761885,6.638612727,7.199444853,6.61095803,7.000478818,6.327394445,6.58375414,7.089980558,6.885175385,6.577405886,6.926449821,6.614291902,6.537409072,6.915767789,6.539632942,6.77154662,7.443990016,6.394360481,"CCDC186"
"HACD1",6.323901565,6.583027301,6.962699034,6.447975867,6.763123446,6.495275181,6.871644022,6.719837969,6.847120034,6.490138471,6.269429793,6.418906479,6.293457751,6.463113569,6.872094268,6.833029545,6.540943777,6.611760415,6.592151517,6.252267464,6.591893789,6.394612877,6.783796496,6.851802266,6.226049308,6.376740508,6.149569621,6.418520804,6.821243892,6.387499558,6.541486018,6.527372106,6.864440375,6.321518795,6.51614468,6.744426904,6.541582422,6.256129136,6.619540613,6.596245188,6.649345411,6.832676675,6.653701732,6.181294945,6.196744418,6.173287455,6.304059282,6.796276932,6.919971753,6.980416564,6.933080954,6.338436472,6.596437439,6.748660514,6.276268393,6.454200173,6.43870613,6.753830849,6.861786497,6.973148377,6.731290901,6.750797247,6.768998375,6.252868952,6.724935437,6.836819072,6.791941399,6.895686759,6.813584258,6.362705547,6.487772939,6.560176701,6.858592518,6.928535228,6.597281517,6.713281452,6.568493257,6.866985319,6.286240325,6.806636074,6.270857226,6.709586772,6.51477645,6.87665945,6.847017412,6.550491757,5.865415756,6.486120656,6.467854062,6.625530315,6.995805895,6.621259872,6.925669487,6.692343641,6.631754559,6.623455393,6.685932122,6.482871435,6.663570814,6.705487848,6.756550423,6.369846145,6.759743114,6.089447714,6.094720642,"HACD1"
"LSP1",6.861560853,6.365217891,6.57136817,6.701100708,6.830596205,6.404666077,6.526006171,6.814713558,6.333666414,6.874734563,6.856536682,6.831078883,6.654348871,6.648118831,6.572871853,6.502390476,6.782478814,6.36428398,6.589138574,6.503179031,6.283955525,6.373032536,6.708450568,6.376862543,6.824423741,6.620351349,6.433305173,6.328758805,6.656906606,6.773704791,7.039592313,6.661077411,6.64649771,7.054403154,6.693191006,6.427223457,6.547506738,6.750800007,6.740186798,6.550962009,6.575729775,6.331598825,6.864555986,6.482766093,6.635918209,6.830734403,7.058230379,6.808578118,6.459234726,6.572173869,6.533299137,6.698700728,6.568706987,6.696523628,6.519473569,6.483392154,6.70931799,6.511983463,6.677077881,6.016159384,6.188135393,6.451819938,6.715105084,7.082551082,6.590004015,6.639507144,6.691685541,6.657535146,6.4313184,6.209316392,6.197149466,6.568034716,6.792156357,6.325177787,6.568086375,6.460553131,6.483125297,6.807492677,6.518001746,6.496368266,6.247356051,6.834969777,6.64628618,6.422542741,6.660911003,6.571027448,6.606870846,6.437779165,6.535294361,5.860389973,6.59373094,6.700039882,6.892572129,6.230018635,6.352923175,6.702263802,6.566212605,6.527444195,6.835063276,6.769131864,6.680706364,6.352554356,6.180501619,6.624465531,6.685685626,"LSP1"
"CD4",6.970280445,6.566044427,6.413343442,6.537556927,6.677178102,6.804134829,6.232172697,6.337300801,6.464529528,6.669140086,6.537741753,6.637414117,6.42452941,6.537317959,6.524302715,6.668606706,6.538400276,6.739585819,6.977730948,6.711127009,6.573422246,6.471143085,6.489998721,6.664425652,6.719877068,6.683612066,6.648275542,6.923817588,6.458790582,6.302558138,6.288863388,6.516944878,6.303290424,6.641564077,6.697973889,6.545749641,6.455138155,6.733188677,6.408608291,6.665954198,6.006888906,6.591568895,6.476841689,6.63918679,6.745427233,6.581371412,6.58490074,6.624471882,6.335753138,6.368973993,6.319558051,6.667560808,6.492366457,6.354216192,6.738670279,6.698763958,6.540497979,6.496644364,6.388943585,6.45192571,6.42899814,6.456392804,6.404641101,6.828272974,6.797358847,6.305264587,6.678599855,6.606252253,6.363603638,6.361914128,6.601051715,6.490614089,6.801737518,6.775190629,6.373007343,6.484052745,6.541939851,6.548147265,6.376499136,6.466707159,6.434556589,6.491355714,6.48930555,6.4798066,6.636523331,6.490624131,6.557626323,6.492027534,6.671131938,6.594957685,6.428295339,6.376605384,6.530908898,6.976782441,6.807148717,6.764069801,6.724024508,6.644240254,6.513544148,6.500133045,6.406706211,6.259830036,6.478386375,6.862398237,6.942298549,"CD4"
"MOSPD2",6.771398361,6.951427522,6.523486969,6.427683788,6.669765243,6.767401154,6.238487052,6.409094575,6.522568998,6.471041098,6.681421897,6.362101409,6.537353293,6.621686605,6.336671928,6.328433831,6.819437659,6.664171918,6.769877182,6.597821912,6.596902437,6.586164772,6.666570488,6.679729875,6.983215946,6.702935037,6.365129437,6.618892413,6.285474531,6.590538453,6.564571043,6.451187655,6.310112266,6.20933284,6.426239048,6.661415287,6.445788467,6.827087953,6.634397275,6.436486894,6.174814002,6.400283621,6.232806984,6.538742415,6.745916424,6.464276045,6.761170507,6.418858507,6.437988819,6.501764209,6.30249694,6.665852177,6.61718671,6.518967855,6.607673729,6.418935173,6.3825339,6.459731679,6.696302573,6.594356749,6.468487459,6.596025406,6.423877516,6.392119541,6.490675272,6.495317723,6.326883976,6.578993857,6.661075813,6.56620375,6.476696613,6.224917238,6.851487011,6.758875595,6.713847103,6.627420935,6.569739257,6.428460551,6.082006073,6.584958021,6.734650535,6.38524255,6.454899223,6.611059459,6.444229775,6.633743862,6.631312028,6.700041185,6.278926943,6.436481619,6.83710988,6.397435123,6.596487114,6.934416176,6.46345633,6.63350871,6.682016454,6.475665422,6.591145307,6.344889273,6.695573584,6.590740189,6.619986915,6.337403632,6.600924658,"MOSPD2"
"DDX43",6.353968151,6.588387179,5.756691601,6.650477389,6.786479701,6.962717722,6.476009367,6.123817433,6.742418025,6.91531151,7.358413578,6.963308433,6.212344765,7.201597575,6.652921182,6.334865835,6.66992583,6.460255818,6.38293351,6.25678223,6.220145301,7.322357382,6.133439755,6.291885719,6.782535262,6.867731968,6.751569224,6.004708937,6.857252391,6.250948947,5.935408137,6.317713618,6.885813847,6.748220393,7.221008672,5.863663402,6.604523545,6.863471341,6.816150282,6.050090286,6.412245159,6.000925775,6.490845869,6.93332494,6.214670462,6.8212351,7.288078662,6.605621094,5.842622987,6.82468007,6.484413127,6.45481698,6.092827622,6.787875769,7.065954703,6.577959216,6.698658078,6.17350654,6.632764502,6.20560886,5.91370668,7.078160305,6.262993411,6.366345491,6.149368946,6.372236472,5.90901744,6.702917547,5.980682738,6.12678516,6.042620737,7.118689891,6.717429576,6.558933135,6.717374738,5.945184227,6.8937167,6.472570841,5.575227263,6.063600947,6.412273664,6.154820365,6.481911203,6.46792328,6.246372429,6.95173921,6.060251203,6.214316966,7.317940507,5.766279855,6.10977288,6.33554774,5.810526659,7.025530207,6.327050594,6.582554168,6.224124499,7.4333604,6.25235002,6.944189255,6.366340294,6.825690368,6.417802964,6.663643693,7.247548653,"DDX43"
"SH2D4A",7.016746372,6.390825634,6.364512243,6.542041964,6.239666975,6.93867006,5.970233971,6.190643302,6.582411856,6.523886293,6.68612906,6.71370137,6.817470881,6.936499013,6.401390517,6.561731635,6.794159092,6.842005238,6.934176731,6.515782441,6.268122254,6.658457993,6.463814906,6.63448446,6.713613873,6.567396608,6.627121413,6.553317878,6.231380065,6.466186158,6.478710742,6.762728732,6.343924535,6.155704942,6.477117176,6.884921258,6.414798364,6.597563612,6.556603839,6.049301762,6.349293333,6.470999838,6.280961289,6.461863024,6.466819638,6.394166713,6.972496834,6.392005692,6.579320678,6.461176904,6.400682446,6.58893017,6.754739419,6.159575977,6.790314306,6.535373437,6.504776279,6.183740549,6.176221711,6.383671229,6.262030966,6.314201789,6.371807475,6.655271251,6.409020029,6.78590713,6.440041524,6.290465553,6.645980722,6.389446126,6.453660754,6.358516998,6.812291795,6.462873097,6.247667239,6.316848056,6.484569531,6.432599433,6.641197768,6.282623292,6.747520226,6.50810363,6.37980188,6.787927384,6.802869264,6.365426517,6.43996117,6.552325569,6.012210332,6.445987695,6.627692369,6.590815205,6.446274486,6.662642987,6.273904345,6.557397252,6.250910373,6.012623769,6.646020722,6.51008989,6.792436501,6.583240925,6.80271574,5.821132165,6.374667232,"SH2D4A"
"PADI4",6.439006979,6.732286915,6.556911818,6.63472182,6.256907563,6.559312486,6.41862749,6.337059162,6.132050749,6.512810767,6.754790784,6.795569077,6.347207981,6.882016279,6.522776002,6.337233957,6.323119283,5.855479362,6.831668557,6.59388726,6.652500525,6.637148886,6.084552332,6.431470737,6.254093046,6.573683215,6.655787544,6.357199381,6.615059439,6.337600566,6.535897344,6.261802344,6.60385719,8.018483217,6.682554218,6.386381952,6.540610447,6.545525892,6.316946379,6.633274645,6.859807315,6.461210633,6.430919895,6.913077599,6.462433342,6.454409703,6.039198682,5.56013246,6.589942706,6.574887032,6.782262537,5.857649304,6.432918192,6.127046692,6.255415992,6.642088828,6.067633731,6.268214315,6.609421882,6.824675686,6.08737419,6.973208168,6.31994253,7.166634678,6.649390559,5.969769958,6.263465404,5.855363437,6.436958472,6.421832752,6.347423854,6.774076415,5.929675688,6.647786769,6.556700508,6.669118145,7.081021746,6.079714948,5.804897951,6.288158114,6.890557298,6.560807738,6.430324435,6.358398783,6.846513115,6.389744492,6.383289046,6.780147262,6.428438277,5.903646698,6.323452135,6.650794534,6.414480801,6.976655059,6.019198349,6.269833475,6.184267577,6.53212828,6.736089933,6.34162324,7.01991764,6.249684163,5.515886852,6.580094647,5.949463731,"PADI4"
"MYO3A",6.317417637,5.990149253,6.732828647,7.210714034,6.687502654,6.837104326,6.860295353,6.207241721,6.588525679,6.24837756,6.456678725,6.946027806,7.355501631,6.738891589,7.322337014,7.515266183,6.963276122,6.660253984,6.408597955,6.237707274,6.310898705,5.740133904,6.025165394,6.675232836,5.71007573,6.163019995,6.069469358,6.506920751,6.098368395,6.101794735,5.673361636,6.547866401,6.654107801,6.291770592,6.109944174,6.568657119,6.940189037,6.213824161,6.258853559,6.009963366,6.43440931,7.099773096,6.568072551,6.318853925,6.752359829,6.539908633,6.172836752,6.035668751,6.958354922,6.586870429,7.10673193,6.174445131,6.142804104,6.371005231,6.055124664,5.786865946,6.843612558,6.688393747,5.831721577,6.80288263,6.477889762,6.477630423,6.735641124,6.697839217,6.987527576,6.465627429,6.301582587,6.462514042,6.168321077,6.012579059,5.461767136,5.985154779,7.140505244,6.686964077,6.615724041,5.588759347,6.232610985,5.959924735,6.737417596,6.965023746,6.523083671,7.125031634,6.922694921,7.321535018,6.504325185,6.714941628,6.636346438,6.429067918,5.499689548,5.723276544,7.157265112,7.081417303,6.981907543,5.999184717,5.760464982,6.380915295,5.478037248,6.080410655,5.92953322,6.6465473,6.922580611,6.795335853,6.405218367,5.685162476,6.314334276,"MYO3A"
"CDC123",6.412859384,6.422098481,6.28583539,6.158057356,6.273638956,6.270977546,5.822878249,6.103016696,6.227344271,6.092940089,6.534456206,6.456731722,6.124420428,6.680925479,5.864346977,6.376028029,6.460564105,6.978566831,6.429897995,6.410198579,6.843951638,6.417945561,7.19918771,6.352456441,7.385654536,6.520102846,6.462783741,6.738746332,5.930436436,6.56494229,6.512603724,6.845162026,6.165447171,6.809051037,6.521404054,6.479233999,6.321052071,6.512866006,6.445748329,6.515583311,5.563522373,5.783211645,5.760080752,6.158883089,6.367833413,6.444923926,6.392223378,6.80783901,6.640952039,6.479618503,5.739557186,6.711182226,6.978859481,5.931514986,6.605289057,5.829071335,6.997436544,5.823089525,5.851157751,6.095314663,6.68510978,5.900983745,6.782393309,5.908063318,6.10931172,6.697844413,6.021866841,6.829644289,6.388958142,6.99742428,6.836738049,6.498071106,6.380788975,6.912460554,6.093962706,6.463830788,6.255826989,5.762164464,6.447997341,6.648148548,6.701362015,5.690018245,6.514232384,6.416381993,6.731209627,6.69276425,6.402096473,6.284709248,6.238170062,6.614282824,6.437462321,6.475173696,6.092389399,6.834502668,6.275119923,6.627110265,6.501814735,6.188439271,6.433736309,6.29511822,6.860784072,6.078178492,6.626909469,6.698692279,6.521459848,"CDC123"
"CTDNEP1",6.103653673,6.393016595,6.979303574,6.521822844,6.280064137,5.986912571,6.664443097,6.551988249,6.212860972,6.183566792,6.166502361,6.384520375,6.550378431,6.216979914,6.476684686,6.36096977,6.521869364,6.7340095,6.125971083,5.938328104,6.520243877,6.65692304,6.111089785,6.228164805,6.26606348,6.115045453,6.054823019,6.140292032,6.296384679,6.423763233,6.763277775,6.26572446,6.770008477,6.031251812,6.168387899,6.550768179,6.365624257,6.710808354,6.744626402,6.49956313,6.894056493,6.615187007,6.66763102,6.298253417,6.775310041,5.894491483,6.171706146,6.965528412,6.592521792,6.72801114,6.288321622,5.85311703,6.170669719,6.345258844,6.23766959,6.064173334,6.268416527,6.731165243,6.566867569,6.119498854,6.451114234,6.278375641,6.814377349,6.45020987,6.141219524,7.011677856,6.534612348,6.553968166,6.668356102,6.380449,6.611229623,6.349317345,6.052587427,6.186282639,6.764237212,6.503329823,5.879894653,6.516697236,6.240810331,5.991076034,6.436651315,6.61560974,6.846367606,6.878581064,6.846856582,6.199699255,6.638054646,6.757863127,5.660622588,5.74251513,6.771419767,7.141216793,6.405304184,6.215004028,6.197694612,6.297986151,5.956793529,6.394446928,6.070554571,6.647383637,6.660806125,6.285925442,6.928806269,6.195626856,6.008243282,"CTDNEP1"
"GSK3A",6.230649527,6.704668785,6.050821541,6.177639735,6.216180216,6.515380439,6.127985563,6.503544206,6.353951743,6.452379392,6.674772886,6.50624414,6.140117043,6.5742965,6.62479086,6.044562748,6.485036346,5.886763929,6.451293233,6.486543609,6.33769564,6.770242619,5.975670373,6.210463326,6.205431054,6.427139566,6.256350228,5.72095816,6.274712916,6.309083837,5.831453473,6.476581,6.53536234,6.152499169,7.050364733,6.127450423,6.793676541,6.510126903,6.34430198,6.440523091,6.782470021,6.609920945,6.581068105,6.437329056,6.036905482,6.836558484,6.414771531,6.196384636,6.305802237,6.847138417,6.585867305,6.013568845,5.882146698,6.066973821,6.172724536,6.428990373,6.307050964,6.527967226,6.826534099,6.199505378,6.19439596,6.413329473,6.325941997,6.251371193,6.238772765,6.508728886,6.797145832,6.115318142,6.663365857,6.361893967,5.944617061,6.745955725,5.602915927,6.011129057,6.742791348,6.352743693,6.31011566,7.074702645,6.545278532,6.31754185,6.176465522,6.374442328,5.98055708,6.370141451,6.067015695,6.339813641,6.23357208,6.119397609,6.627331937,6.206846679,6.36962957,6.27075691,6.431360156,5.835047581,6.502517084,6.352195752,6.251702489,6.177539249,6.084822566,6.184008208,6.635811136,5.935954724,6.515690094,6.645819287,6.596226971,"GSK3A"
