"","GSM1647628","GSM1647629","GSM1647630","GSM1647631","GSM1647632","GSM1647633","GSM1647634","GSM1647635","GSM1647636","GSM1647637","GSM1647638","GSM1647639","GSM1647640","GSM1647641","GSM1647642","GSM1647643","GSM1647644","GSM1647645","GSM1647646","GSM1647647","GSM1647648","GSM1647649","GSM1647650","GSM1647651","GSM1647652","GSM1647653","GSM1647654","GSM1647655","GSM1647656","GSM1647657","GSM1647658","GSM1647659","GSM1647660","GSM1647661","GSM1647662","GSM1647663","GSM1647664","GSM1647665","GSM1647666","GSM1647667","GSM1647668","GSM1647669","GSM1647670","GSM1647671","GSM1647672","GSM1647673","GSM1647674","GSM1647675","GSM1647676","GSM1647677","GSM1647678","GSM1647679","GSM1647680","GSM1647681","GSM1647682","GSM1647683","GSM1647684","GSM1647685","GSM1647686","GSM1647687","GSM1647688","GSM1647689","GSM1647690","GSM1647691","GSM1647692","GSM1647693","GSM1647694","GSM1647695","GSM1647696","GSM1647697","GSM1647698","GSM1647699","GSM1647700","GSM1647701","GSM1647702","GSM1647703","GSM1647704","GSM1647705","GSM1647706","GSM1647707","GSM1647708","GSM1647709","GSM1647710","GSM1647711","GSM1647712","GSM1647713","GSM1647714","GSM1647715","GSM1647716","GSM1647717","GSM1647718","GSM1647719","GSM1647720","GSM1647721","GSM1647722","GSM1647723","GSM1647724","GSM1647725","GSM1647726","GSM1647727","GSM1647728","GSM1647729","GSM1647730","GSM1647731","GSM1647732","genes"
"PKNOX1",4.64224953,4.834689588,5.079412987,4.713541935,4.856460108,4.672984655,4.761196521,4.887102434,4.615815181,4.835592296,4.624646159,4.621357317,4.660909172,5.00978999,4.949076032,4.595529007,4.855654858,4.650974057,4.577622048,4.681698993,4.932433858,4.851819814,4.762749799,4.777161831,4.693775136,4.644904925,4.980941137,4.564539987,4.87847695,4.653900509,4.714993684,4.808197561,5.174420973,4.68871027,4.917478499,4.701135571,4.727049581,4.856949522,4.910355055,4.937970012,4.93826454,5.308111918,4.721114026,4.684033277,4.562263783,4.632490929,4.744825977,4.968739911,4.774849461,4.985091592,5.15307805,4.55380009,4.595027533,4.742992512,4.582616226,4.699105135,4.662704601,4.695093309,4.975017406,4.739321464,4.750953885,5.179424374,4.734965688,5.073078819,4.771809889,4.932186779,5.129424394,4.59881887,4.902115414,4.96017267,4.87684765,4.794006596,4.630136874,4.714995024,4.746670156,4.957869026,5.145770844,5.070708339,4.754598916,4.826188465,4.699242662,5.047827964,4.790674608,4.513341966,4.888060588,4.75428694,4.721840407,4.752567146,4.971406303,4.920978224,4.549636107,4.687247439,4.767784337,4.59259141,4.812091467,4.684134936,4.580110423,5.044382653,4.636308584,4.653986652,5.007036502,4.882256808,4.669260384,4.88688716,4.853216767,"PKNOX1"
"BHMT2",4.57753925,4.746720156,5.040006766,4.949598355,4.918809844,4.709399955,4.949157052,5.110447814,4.955595723,4.794645602,4.734947009,4.68046955,4.778645853,4.946749365,4.82831841,4.858522132,4.92404564,5.303433625,4.736343525,4.715316108,4.548302901,4.593512811,4.654601857,4.925900328,4.611964588,4.65402441,5.005929342,4.554686482,4.837003358,4.593233172,4.479768665,4.583903745,4.932500684,4.673472965,5.130691739,4.656801274,4.706887361,4.479425714,4.909205185,4.761852516,4.75130493,4.840112745,4.736363259,4.754946781,4.7689729,4.619560929,4.731560099,4.741606235,5.010044129,5.215004498,5.138607748,4.746821332,4.82460144,4.906766585,4.737281968,4.737276654,4.469948003,4.804326764,4.762371472,4.873968258,5.07798624,4.587104448,4.774390081,4.970238809,4.816969335,4.543152062,5.094620484,4.61705462,4.923741697,4.650448155,4.790035483,4.451681815,4.593525799,4.857904581,4.904490606,4.844285295,4.718365035,4.46836711,4.924839626,4.67322368,5.060422337,4.929019693,4.386076543,5.0294595,4.57374412,4.921140931,4.702335927,4.864127343,4.696932428,4.737592226,4.90049394,4.977637196,4.613007938,5.041880461,4.789765466,4.733272981,4.46844147,5.057416342,4.796481195,4.769192029,4.779346899,4.78889196,4.529917391,5.047401632,4.850291977,"BHMT2"
"TMX2",4.743995063,4.567028048,4.536436254,4.861632875,4.69270492,4.562151421,4.84452631,4.788987175,4.537362437,4.871569107,4.361551908,4.712281693,5.427801786,4.683312809,4.971516068,4.592477399,4.760142158,4.856640087,4.729473161,4.841459201,5.079579862,4.689203425,4.417453286,4.654055247,4.665475434,4.83839355,4.530190807,4.98559845,4.442782149,4.637577303,4.591496037,4.496985409,4.625532496,4.919457194,5.124224465,4.595113921,4.466796906,4.56100442,4.644692425,4.488270673,4.946200804,4.906510586,4.650381386,4.815521476,4.88339008,5.005749223,4.851276318,4.505355142,4.56214576,5.355652277,4.718047916,4.510284074,4.239256758,4.666329501,4.448363811,4.464199292,4.398277216,4.872204502,4.508707556,4.502154051,4.448943099,4.915854056,4.684703351,4.947566522,4.785504412,4.698673395,5.011396203,4.415656689,4.8073545,4.685134762,4.356013397,4.70838647,4.406051497,4.728108144,4.842162321,4.636114239,4.919016881,4.828516431,4.960025645,4.723901432,4.432824263,4.612615138,4.606410378,4.754993378,4.625327795,4.478099865,4.65221788,4.862471295,4.778410347,4.582497034,4.656424475,4.517317419,4.605501331,4.742582877,5.026960765,4.534804761,4.499423348,4.849381534,4.624397618,4.523154356,4.727455946,5.431670178,4.841996807,4.527552056,4.621604088,"TMX2"
"PPP1R14D",4.619862522,4.828537617,4.734189112,4.493845521,4.870822389,4.387246859,4.645072739,4.746792502,4.683248281,4.680489591,4.582849457,4.596575845,4.540106204,4.806950865,4.653111834,4.423588573,4.695620883,4.475882608,4.6220864,4.699863362,4.760371099,4.920651195,4.689754328,4.656185147,4.545165722,4.864150859,4.746445051,4.509913553,4.777066295,4.682814485,4.877836335,4.81797011,4.750585138,4.789171143,4.814754487,4.930020777,4.655496785,4.547843616,4.757426421,4.712084734,4.707063274,4.740682552,4.671976997,4.572326531,4.537294352,4.792868478,4.659820882,4.812441034,4.663327662,4.525031896,4.707702981,4.544251065,4.545128669,4.621356843,4.814890274,4.539157236,4.620225435,4.666861393,4.981514432,4.803513768,4.700520936,4.681936028,4.446846258,4.694461797,4.887259479,4.762572036,4.710058292,4.624183947,4.797587056,4.660145338,4.695217267,4.636373845,4.594049421,4.59405156,4.776371218,4.556574146,4.503482203,4.753215575,4.645937813,4.76910634,4.854143844,4.686796816,4.592445273,4.639363933,4.550805906,4.779311113,4.716865599,4.451383646,4.840539956,4.731560826,4.760205923,4.542800791,4.723620884,4.754761291,4.925910289,4.635727444,4.51241099,4.738067853,4.455910695,4.72986115,4.791782377,4.568963911,4.485826664,4.718263947,4.611466441,"PPP1R14D"
"PPP1R3B",4.447977082,4.630160795,4.816337596,4.351647387,4.526127579,4.412554768,4.552921818,4.23470866,4.648845827,4.702600083,4.821859317,4.419986767,4.846402684,4.652625625,4.512538686,4.334794621,4.620822308,4.390935508,4.664172312,4.509616676,4.23293875,4.335552819,4.349872246,4.842495328,4.343107399,4.465607728,4.753348512,4.719611027,4.54332123,4.504394492,4.353992706,4.317652654,4.3265553,4.323005999,4.78249893,4.594763275,4.651532882,4.551388798,4.196899291,4.605379909,4.617840049,4.571225064,4.78113122,4.431180214,4.841877305,4.430850094,4.720879317,4.604541277,4.795710208,4.816769454,4.623386393,4.411351783,4.593848088,4.753261753,4.687727504,4.425654922,4.306691309,4.90174199,4.631831972,4.639506574,4.766816789,4.468815652,4.624836394,4.444326468,4.720379843,4.332794018,4.830207506,4.528062553,4.699377071,4.326753774,4.540673452,4.636696375,4.530325339,4.361840571,4.534773676,4.128092093,4.430041396,4.364434279,4.745364897,4.615376262,4.680056408,4.495916427,4.550659087,4.508374379,4.503390172,4.628821896,4.712401219,4.986559747,4.235679677,4.864402739,4.707632861,4.573760185,4.564847666,4.338157979,4.669419181,4.47098843,4.472051527,4.745853144,4.669864555,4.171299196,4.62411193,4.496018862,4.226545524,4.554750171,4.580717392,"PPP1R3B"
"RBKS",4.393474863,4.594273252,4.804747625,4.765597585,4.49787946,4.394798347,4.577741243,4.480306416,4.476692455,4.461687331,4.556570457,4.674511465,4.644589386,4.500628789,4.658107843,4.488957842,4.569239653,4.288855006,4.637560551,4.418144854,4.479784352,4.668878459,4.471664534,4.539755189,4.431177505,4.534482144,4.690502757,4.36870838,4.407314905,4.381165732,4.583188818,4.560277165,4.594099419,4.577397104,4.86412844,4.559347107,4.674212506,4.532378984,4.503239549,4.629540767,4.668696315,4.811830136,4.353451435,4.780037361,4.482902517,4.595371286,4.410167709,4.523493586,4.562434539,4.508704338,4.673445411,4.343734232,4.346904503,4.456775275,4.478055935,4.639212069,4.391496926,4.736174297,4.388421887,4.555534362,4.41716621,4.923600475,4.594261949,4.645861169,4.744486227,4.465520468,4.551255198,4.404750738,4.737626297,4.532481782,4.571974426,4.582993416,4.447868831,4.486569517,4.511404196,4.562730815,4.486524021,4.895860285,4.27429745,4.369279237,4.677822664,4.512231525,4.47571589,4.59245713,4.395894212,4.498412469,4.442107398,4.626498858,4.903037099,4.263754693,4.550567771,4.441390655,4.538567291,4.286702083,4.59666344,4.575879817,4.709137964,4.689102946,4.3838444,4.377100486,4.493804814,4.614528639,4.571790627,4.511369171,4.41461973,"RBKS"
"MEPE",4.245270579,4.710130484,4.503242504,4.815329035,4.514936775,4.47364088,4.446367305,4.749831575,4.331221764,4.257055972,4.656657531,4.458765519,4.738122703,4.962214692,4.248552911,4.438374051,4.36300579,4.545936772,4.478792309,4.836858457,4.292900119,4.690042158,4.252021606,4.328786338,4.660313442,4.816839729,4.423678481,4.593596811,4.568437907,4.502379157,4.410651252,4.455620259,4.559133049,5.357919374,4.654000582,4.372196755,4.757727915,4.385878622,4.452078696,4.554112487,4.631830553,4.697459516,4.429830047,4.522683983,4.255045191,4.158840261,4.431464072,4.401712157,4.490965426,4.606590175,5.062142762,4.328498696,4.446367305,4.515654878,4.192862252,4.509700865,4.553494134,4.422147512,4.49897299,4.463459983,4.326458876,4.813062003,4.585636736,4.341743676,4.725064991,4.359870365,4.612329521,4.378827306,4.613740443,4.591513738,5.023607738,4.610322894,4.429583048,4.673101512,4.438647168,4.517669182,4.386957437,4.881828522,4.107397267,4.49844887,4.569045211,4.626924759,4.427796736,4.602764779,4.571175036,4.753251537,4.5371993,4.517606293,5.100535726,4.334659739,4.248422761,4.417543795,4.642642646,4.042045982,4.518292005,4.812754125,4.476907056,4.605644665,4.404400504,4.297225708,4.495399849,3.972658749,4.560434301,4.944076309,4.760989969,"MEPE"
"HEBP2",4.458309984,4.786064848,4.71351565,4.493115243,4.37689926,4.641148248,4.740891959,4.34305576,4.683750734,4.547503868,4.246264212,4.604198524,4.731820353,4.515782987,4.861378437,4.731575515,4.912359695,4.492314136,4.40021338,4.364513608,4.456861253,4.30218517,4.39097832,4.300624293,4.293421337,4.37975133,4.44024696,4.22966607,4.396139181,4.32314455,4.257597534,4.243329872,4.161642354,4.312913322,4.494443416,4.864503649,4.317259924,4.443662567,4.367522215,4.619035238,4.603520759,4.90784742,4.799349145,4.744890843,4.541398109,4.571946369,4.696403335,4.315877441,4.69579714,4.776879961,4.593493931,4.49043767,4.377903848,4.659585088,4.607391288,4.524097858,4.088785057,4.776248322,4.389134424,4.52092226,4.495041284,4.668770613,4.486189928,4.575385485,4.755721295,4.678635331,4.390458107,4.183133729,4.336179227,4.594930671,4.392695765,4.445410021,4.632717596,4.400922226,4.457674279,4.269917125,4.708425567,4.261851657,4.209611022,4.31438273,4.847458328,4.666637404,4.519338875,4.609370042,4.508503835,4.440092655,4.481593221,4.503495908,4.545550713,4.252051897,4.207992325,4.602992018,4.73241533,4.547359338,4.346501172,4.342309069,4.383253971,5.00535119,4.414351517,4.427288749,5.028650643,4.595098295,4.259746032,4.239718411,4.895538504,"HEBP2"
"PCDHB1",4.460267811,4.579755437,4.669905913,4.566293237,4.399812083,4.588887472,4.859465127,4.368338186,4.292241585,4.410799109,4.350852125,4.532484987,4.749542947,4.424850407,4.692632445,4.573080071,4.45597129,4.530641742,4.513898346,4.223677435,4.11721774,4.306710295,4.246146057,4.726520515,4.24316031,4.176851353,4.565735369,4.551686285,4.424578726,4.265704967,4.471535303,4.212979532,4.396497665,4.393910891,4.439948079,4.591142022,4.722782435,4.589109495,4.323196663,4.632839001,4.797049242,4.770951484,4.388056381,4.266922895,4.643342264,4.390492499,4.566155356,4.589579548,4.835830832,4.610667021,4.725628729,4.704256681,4.250182986,4.512595243,4.494334901,4.465486148,4.01873812,4.868727572,4.320399499,4.603460784,4.537556653,4.567747702,4.261051186,4.790609237,4.66910933,4.475805866,4.516797768,4.475104226,4.615356432,4.370857524,4.413089526,4.739839056,4.09035087,4.383590435,4.576518033,4.638489151,4.300001603,4.527470988,4.314104478,4.325188435,4.662330931,4.480926681,4.481746217,4.364392073,4.190157366,4.342905071,4.321350784,4.733125144,4.532408278,4.508959911,4.179839267,4.651908283,4.795243063,4.305613,4.457844481,4.124678504,4.317354026,4.724363008,4.542715345,4.514010339,4.304783699,4.494806312,4.292808799,4.145021763,4.755739464,"PCDHB1"
"TBXA2R",4.399604031,4.618088969,4.414277196,4.473367147,4.348022472,4.549437966,4.259034239,4.446305684,4.303352596,4.482717463,4.473451253,4.445300102,4.647496542,4.264641244,4.531374901,4.507225626,4.544073722,4.463203735,4.544035055,4.359930943,4.362562424,4.697550224,4.306494669,4.64305258,4.34466222,4.297704538,4.408859776,4.454607632,4.462453663,4.452945974,4.353061539,4.515759091,4.329364759,4.357138573,4.709866455,4.52030972,4.520116902,4.373596062,4.596390816,4.517036125,4.562953482,4.701819315,4.517733483,4.464598831,4.430581677,4.537186581,4.56586162,4.414911457,4.607594745,4.468994231,4.413045859,4.389701439,4.48858247,4.408567835,4.436223584,4.552840282,4.112450733,4.713012351,4.533960479,4.409922112,4.580086843,4.404746314,4.639084994,4.40215659,4.487424289,4.329408962,4.586995794,4.449336043,4.441235144,4.258556809,4.400641552,4.373434734,4.305141062,4.467760395,4.61012654,4.352498509,4.491924347,4.446606492,4.2831781,4.350383131,4.629762474,4.624588519,4.348619833,4.45144097,4.565942014,4.536822549,4.611031318,4.525158105,4.414778093,4.417197225,4.286920046,4.726180137,4.429286789,4.341543148,4.512901141,4.357882104,4.471666404,4.562551653,4.467597128,4.381722968,4.406196568,4.511615814,4.402195773,4.341259352,4.513490607,"TBXA2R"
"ENTPD1-AS1",4.515601896,4.628942393,4.557493362,4.507574136,4.468868724,4.458930217,4.408929099,4.427764463,4.528113928,4.59203793,4.560518646,4.397298129,4.596683227,4.568403072,4.411301467,4.308110845,4.385898017,4.479892267,4.490267888,4.457462557,4.417521805,4.421945934,4.314818024,4.462551985,4.413335709,4.50156865,4.429377493,4.408585095,4.391792173,4.405361357,4.532898593,4.457762972,4.466216576,4.275946476,4.40312577,4.402022419,4.263664668,4.442515593,4.397897053,4.381624636,4.582881598,4.42971955,4.554814763,4.339852415,4.463175924,4.613244122,4.542652728,4.562266579,4.704488021,4.447352209,4.320540509,4.45598087,4.422672934,4.49699896,4.407201457,4.349435595,4.338870122,4.508978205,4.470006002,4.453055291,4.579448163,4.225490576,4.412885926,4.429801356,4.505703837,4.285385193,4.623097643,4.479914357,4.376352802,4.4045634,4.369092241,4.694340103,4.41423277,4.465307688,4.583869431,4.22253172,4.370636259,4.376020868,4.418079484,4.49259673,4.534896187,4.538607388,4.501691344,4.387779777,4.560031648,4.464109491,4.509438546,4.327458982,4.375362573,4.356687832,4.299627601,4.373443197,4.42180646,4.47043949,4.32713437,4.455623226,4.304003802,4.476446545,4.409864838,4.413450568,4.639736541,4.426591762,4.409130564,4.292340588,4.423878714,"ENTPD1-AS1"
"BLOC1S6",4.515726257,4.039320057,4.516339851,4.713330604,4.501156459,4.47050909,4.588159135,4.241616268,4.396182608,4.110539212,4.39197958,4.324811162,4.618789874,4.807645352,4.9331233,4.448832794,4.386610258,4.442079699,4.539617367,4.202499829,4.371613059,4.329316444,4.076974232,4.672558602,4.067611483,4.119838845,4.224377067,4.6194849,4.737651469,4.150944673,4.601622277,4.243362819,4.247743865,4.142597864,4.127735673,4.502507237,4.350740758,4.23683995,4.245519345,4.345998091,4.692151486,5.123123306,4.475096615,4.516573857,4.759714677,4.382770031,4.0755607,4.448429489,4.432626923,4.994998239,5.032229872,4.624220422,4.439523605,4.596081033,4.210110496,4.256150097,4.164626163,4.565895542,4.424002631,4.60198951,4.462716576,4.517654909,4.262974488,4.472468948,4.345843681,4.493273072,4.528891516,4.818430948,4.638422841,4.184536285,4.258210974,4.526011037,4.540312485,4.368647332,4.736474063,4.576239324,4.307164395,4.002670234,4.408280273,4.226665716,4.37770016,4.339009194,4.416730351,4.356440668,4.397770814,4.552752689,4.66055799,4.421610268,4.580383047,4.261531828,4.545095178,4.202210732,4.002735289,4.379984251,4.352783482,4.385692744,5.228387325,4.38491832,4.317138075,4.386364077,4.687596146,4.577198608,4.769339815,3.96512426,4.38865453,"BLOC1S6"
"TAS2R14",4.448040943,4.476452322,4.557101889,4.59816701,4.331383329,4.551081441,4.577345153,4.349563264,4.151126058,4.310908645,4.283460716,4.390568366,4.985521473,4.485734267,4.797498287,4.440840648,4.645882696,4.633191026,4.665146646,4.303465069,4.070325693,4.299413143,4.062626989,4.377916745,4.265279577,4.140829175,4.290248211,4.399589181,4.502470082,4.214620413,4.312377989,4.282266145,4.098596347,4.301148546,4.195840141,4.589264921,4.455095705,4.379493522,4.373353367,4.480824016,4.716448034,4.798959462,4.493639117,4.431671846,4.406819305,4.313104548,4.412537431,4.570365351,4.55664228,4.59746138,4.483874195,4.548982247,4.500809656,4.581050131,4.400224814,4.598372385,4.177733213,4.70969352,4.130008157,4.508242622,4.564822782,4.339987643,4.350562036,4.511020075,4.514267665,4.402784095,4.521711058,4.398939597,4.539855557,4.43682985,4.359357443,4.646321635,4.377242543,4.414986771,4.361795172,4.425162132,4.503924894,4.464591373,4.38243286,4.164361683,4.41852528,4.527973685,4.393402899,4.276171002,4.174972986,4.523251098,4.358254267,4.245245456,4.698392734,4.157583447,4.306120521,4.33511351,4.368236846,3.96843684,4.328915083,4.584074524,4.66541656,4.324457148,4.44681308,4.210113864,4.619677692,4.539103364,4.439669997,4.230296982,4.730735703,"TAS2R14"
"LDLRAP1",4.654063304,4.472705281,4.720533113,4.418126062,4.11714986,4.292810891,4.463120783,4.252513669,4.313266827,4.338792987,4.275941526,4.356168047,4.726147023,4.178593014,4.538854831,4.547945946,4.39732832,4.781002859,4.497063901,4.246825017,4.114527488,4.183533314,4.048706492,4.461472701,4.339100329,4.153658104,4.226907897,4.756556145,4.183226109,4.462467245,4.4093944,4.192402462,4.046817614,4.256206539,4.154820388,4.335047555,4.244442676,4.2540297,4.337490917,4.382456491,4.494972689,4.433560232,4.293204445,4.453209714,4.373636989,4.3101697,4.515177132,4.113541558,4.57389661,4.545779093,4.510345444,4.62607327,4.61495429,4.411540652,4.267418232,4.293719976,4.095717617,4.797517593,4.179244516,4.264355642,4.585922168,4.291389233,4.400245113,4.126421164,4.149160585,4.141815188,4.189377698,4.442694729,4.125633802,5.011379659,4.469363086,4.459307469,4.395221272,4.58942661,4.099315987,4.479186539,4.297995976,4.491128607,4.354251985,4.212353368,4.422478449,4.212622648,4.660667631,4.034095421,4.38063771,4.606039243,4.506145387,4.358616251,4.581735239,4.49466714,4.251973168,4.255338827,4.392964141,4.430567446,4.389362421,3.974332902,4.305755407,4.624616494,4.346712923,4.251523221,4.34376319,4.109034871,4.285209541,4.414554448,4.119133637,"LDLRAP1"
"FEZ1",4.542491987,4.482139394,4.722989153,4.246503378,4.283698831,4.644200345,4.268953351,4.140315092,4.306249198,4.328895763,4.108231101,4.391061702,4.54804514,4.466086856,4.180963956,4.710208509,4.450390565,4.794334709,4.430366519,4.207699179,4.1981358,4.250432101,3.982534946,4.525886415,4.222723098,4.113166246,4.119526801,4.412913088,4.35504099,4.184474422,4.598536401,4.191976508,4.140190968,4.04271533,4.047728291,4.050791465,4.277048212,4.391698856,4.504998606,4.114731069,4.427527624,4.707521057,4.799015399,4.11931186,4.419928789,4.481704157,4.406180972,4.263886682,4.452883722,4.469413944,4.260213015,4.53683463,4.368629595,4.445247724,4.433266961,4.186840465,3.986093791,4.791993069,4.386509127,4.398950552,4.654797041,4.174957755,4.32153746,4.60052758,4.561191424,4.195405322,3.878205523,4.140585315,4.320024133,4.467948438,4.547009289,4.485621446,4.30031423,4.572267107,4.320247273,4.302820169,4.412622151,4.220194262,4.004064616,4.392019572,4.77627153,4.654602809,4.188776362,4.393464818,4.006515482,4.260668616,4.30909186,4.409100586,4.405232916,4.498651891,4.133343625,4.514676399,4.456465076,4.059713043,3.995110997,4.437374201,4.33666154,4.652109242,4.477007907,4.363535773,4.454904101,4.514669288,4.446508478,4.13379857,4.513856961,"FEZ1"
"MTHFD1",4.3497791,4.293371546,4.389657658,4.77172308,3.984718866,4.928689312,4.714495249,4.13674434,4.603745745,4.170526294,4.143667564,4.540794779,4.72082666,4.330951156,4.859681728,4.87839609,4.531511231,5.111541826,4.386301161,4.682362619,4.142683346,3.857034192,4.496385685,4.415372679,4.343166912,4.303327809,4.175783728,4.662292174,4.129452224,4.204590104,5.046787096,4.068694425,4.231014004,4.099940575,3.945934129,4.635798547,4.137609655,3.99276357,4.211767253,4.240191373,4.518179547,4.696441125,4.253345004,4.311692794,5.004389802,4.086026195,4.319287975,3.879370837,4.169384146,4.623364647,4.682342107,4.342636527,4.630437001,4.114931116,4.216300939,4.081074725,3.769078936,4.127893775,4.078188194,4.991337072,4.073876715,4.688362704,4.042994521,4.058700385,4.020080061,4.142106571,4.203640837,4.636900514,4.127004993,4.292080859,5.215913533,5.091093185,4.129878556,4.230488774,4.151470461,4.358820164,4.35272073,4.33411992,4.047904585,4.896128836,4.179025908,5.197522116,4.157667451,4.193985467,3.733239647,4.233336822,4.423748936,4.018135101,4.33352162,4.415743465,4.126275146,4.181323019,4.384399344,4.209690487,4.278694147,4.350513944,4.308096388,4.108286129,4.784474974,4.407226597,4.09939524,4.667432454,4.199016316,4.206294535,4.241021163,"MTHFD1"
"SNX16",4.327876313,4.589321765,4.516185833,4.298607011,4.3179581,4.187549365,4.344494929,4.288563748,4.363068303,4.260416332,4.498422967,4.325149042,4.676326479,4.446323487,4.386498162,4.217363351,4.418743691,3.948355599,4.399962283,4.331380867,4.124886559,4.348310692,4.053600475,4.301180248,4.270799212,4.319529209,4.343945843,4.303132335,4.326513642,4.230245061,4.265116115,4.333378885,4.473452874,4.322597947,4.580077555,4.221343959,4.418643997,4.598478742,4.367712448,4.353428777,4.576251922,4.33736951,4.25929865,4.227113623,4.248523009,4.330080633,4.339879011,4.299492555,4.503221641,4.330104911,4.46335027,4.063741045,4.178786224,4.245183784,4.214095234,4.135048765,4.102559952,4.3362266,4.405387576,4.342303111,4.218187755,4.420711468,4.38219709,4.281032107,4.533885437,4.231517158,4.448416016,4.405535303,4.523406722,4.272975584,4.317471658,4.219089706,4.27621814,4.334558692,4.246184868,4.145022914,4.151921376,4.498161957,4.403836576,4.458034685,4.084517413,4.589859546,4.273036286,4.473580407,4.349161698,4.49752949,4.343437795,4.310053969,4.424194189,4.495247582,4.270209833,4.357838695,4.413689842,4.251072544,4.725014969,4.263412283,4.221149611,4.559239075,4.152163385,4.36646041,4.696888853,4.401530327,4.358307201,4.285549346,4.282173878,"SNX16"
"KDM8",4.126714294,4.162329329,4.614586364,4.532138271,4.032177908,4.349318939,4.315531687,4.494266371,4.143344767,4.132179277,4.148618317,4.167226687,4.326310623,4.460120772,4.283616689,4.235785929,4.19639957,4.341809745,4.156149655,4.150207254,4.227010527,4.259639498,4.110980379,4.322518802,4.155054455,4.28727743,4.132040975,4.515660811,4.257904516,4.106843239,4.339397569,4.168842909,3.979666413,4.138195272,4.440112099,4.281806995,4.424475519,4.047090778,4.4439823,3.991324363,4.524608009,4.534623588,4.313572061,4.369518445,4.311798374,4.012388178,4.39332852,4.31132674,4.318429892,4.496008195,4.296742515,4.242141321,4.143738364,4.137549887,4.035460978,4.44641189,3.938100646,4.43159548,4.08233349,4.312942755,4.233405242,4.271802618,4.478280147,4.26902538,4.456927935,4.526248107,4.260818232,4.266496507,4.525066677,3.966631002,4.025939608,4.579368276,4.111142677,4.065652753,4.018350442,4.103309774,4.234112828,4.483186416,4.15981955,4.277405339,4.051972749,4.633037055,4.244611849,4.659584493,4.278583423,4.109409154,4.614060939,4.312106984,4.181963002,4.003821826,4.433069303,4.561129053,4.342733301,4.128529461,4.239816388,4.14969104,4.060157133,4.003220292,4.047709826,4.418909658,4.229638754,4.017769322,4.387266274,4.153641898,4.022160555,"KDM8"
"INSL5",4.338744936,3.937428692,4.172911136,4.756653915,3.997731653,4.578723774,4.576801559,3.950106969,4.49796787,4.076319231,4.037784128,4.297598836,4.688952431,4.161182182,4.975849909,4.332039426,4.180688917,4.774529614,4.600603893,3.881666926,3.986751363,4.10030574,3.924703483,4.456310518,4.13039744,3.898301358,4.399553285,4.197160471,4.294773847,3.769901856,3.849642882,3.869692771,3.854603657,4.080655672,4.036893527,4.143116046,4.019997424,4.134554377,3.959377454,4.148643387,4.785653932,4.550476958,4.239345519,4.271436556,4.666310684,4.082113893,3.824469904,4.112203052,3.993243887,4.451996251,4.308862785,4.372934406,4.52883876,4.673082158,4.006774996,4.254917477,3.844739472,4.700723938,4.231208639,4.533022448,4.169578763,4.514502341,4.302073163,4.455295062,4.275859235,3.83938932,3.974846096,3.978953617,4.403268536,4.076918906,4.232280963,4.324596849,4.279392156,4.374419727,4.149599273,4.344678603,4.32292861,4.432524951,4.015729037,4.238902083,3.866633901,4.084100178,4.453712988,4.367442846,4.360001108,4.28597714,4.14175691,4.118610514,4.13726499,3.946758492,4.082030296,4.118220757,4.386165244,4.259902021,4.263872384,4.147478878,4.436762654,3.983844849,4.447841065,4.333245484,4.09633447,4.478144917,4.175739666,4.021256785,4.516833867,"INSL5"
"NELL2",4.053180302,4.331625641,4.118564611,4.423402791,4.015724516,4.232223107,4.440898509,3.942792863,4.136873899,4.130953159,4.114056683,3.919900381,4.288538463,4.337451052,4.357244541,4.361928742,4.096936052,4.136583801,4.470849049,4.348315193,4.278315567,4.194421246,4.524516495,4.445673287,4.99431121,4.257310034,3.99124791,4.16613638,4.121942584,3.985662394,3.914395284,3.916366651,4.244768454,3.984649157,3.937221181,4.376920867,4.080698718,4.146068229,4.471495942,4.271537346,4.34943047,4.2180771,4.231005504,3.954111045,4.333138216,4.062118317,4.056812836,4.329435422,4.150392007,4.347796743,4.246586183,3.972905814,4.238896563,4.225566227,4.044830242,4.264846338,3.934168605,3.962343651,4.596188794,4.312842912,4.109868126,4.195367651,4.237695925,4.118482352,4.16241622,4.289507052,4.171657077,4.301660209,3.963016233,4.47290294,4.447724139,4.350951965,4.055962842,4.042499286,3.869967259,4.136340608,4.450674262,4.244660523,4.172740458,4.004427444,4.159529571,4.264042822,4.092340935,4.34138536,4.401965118,4.023869051,3.948905515,4.384203213,4.531124709,4.389104883,4.149984178,3.995448231,4.243406426,3.978630839,4.188366731,4.516870258,4.301927762,4.015527368,4.240585425,4.380424647,4.066708276,4.759550116,3.834261508,4.085578865,4.087573263,"NELL2"
