gene_symbol,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16
ABLIM1,8.702210787,9.059479665,9.160683255,9.117837872,8.041144398,7.8758292,8.348661771,6.993255439,8.407599185,8.187505491,8.761773935,8.412777292,8.221703112,8.604505046,8.69971819,8.094299419
LIMK1,5.99179392,5.88784448,6.627364618,5.538001088,5.263413815,4.771288733,6.516829901,6.437017952,5.877199456,4.411582168,6.208150453,6.121887802,5.041479556,6.847771468,6.113198319,2.898512148
LIMK2,8.711154154,8.218175721,8.740826395,8.846913226,8.432980279,8.404617912,10.39418399,10.03731358,8.974833283,7.124441875,8.16121756,8.464059665,5.988884605,8.178540368,7.684601363,6.98825295
LIPA,11.30552599,11.2717198,10.9632429,11.26442501,11.18246885,10.68659682,10.82843007,11.28187788,11.63026713,11.79104076,11.59426861,11.87344027,11.74841511,11.40629537,11.23817781,11.21915642
RHOH,10.43452398,10.20714857,10.33957168,10.61653965,10.30177053,9.527717435,9.961902546,9.655428756,9.810401329,10.19981955,10.13526038,9.853426526,10.50022445,10.46766668,10.23272071,10.37453962
LIPC,6.969219576,6.592533281,3.621747137,6.781543318,5.869585207,6.630443332,5.738494942,6.214091769,6.389866195,5.901581339,7.274755523,6.389396445,6.38024459,7.466879945,6.581336181,6.336153039
LIPE,4.972435335,7.222080018,6.537120535,6.303567067,3.692605738,5.918941928,6.630791315,4.602029225,5.238484993,4.776967241,6.741898382,6.352516667,6.133376519,6.076567646,6.479720454,6.663970752
LLGL2,7.757956641,7.933076863,7.297228107,7.438201349,7.572525918,8.016011522,7.361531516,7.120051209,6.947011513,7.598037608,7.747790181,7.909515114,7.274475999,7.750988297,7.934044647,7.668778639
FADS3,7.175095401,6.700231622,6.691938889,7.005950101,6.991816591,7.636262089,6.530300204,6.31504447,6.392841163,6.60680789,6.200235573,6.565974859,6.152552565,6.507206345,6.91242233,6.065850157
LLGL1,3.570049979,5.90461656,7.18657979,5.888718899,5.381324908,6.540397756,4.310114682,4.271836493,6.251995488,6.061231845,6.237152586,6.538459012,6.923886032,3.439037963,6.454592122,5.749437727
MEX3D,2.39592103,4.822312063,2.756521631,2.362363278,2.8610462,2.431200385,3.585635601,4.453998178,3.174713206,2.33686035,5.101086939,3.279523297,2.865637768,2.731913095,1.881973875,2.820846788
FAM102A,10.6643495,10.48287853,10.62561753,10.35627589,10.20138882,10.02211809,9.83793536,9.523016922,9.508763378,10.24770207,10.41368081,10.15147326,10.29277025,10.76014608,10.16446701,10.29004189
LMAN1,5.831507402,4.515031156,6.020611095,5.929485671,5.604139542,6.857595396,5.205302576,5.451853998,4.614403607,1.824678255,3.873065086,5.955561571,0.244156396,5.229626374,5.335047283,4.821893856
METTL10,4.721618739,2.533961965,3.07096114,1.456984833,1.969727029,2.222053348,2.401791546,2.120093108,2.353433395,1.642715433,2.508276515,2.16229706,3.286400662,2.904175776,0.890329949,2.346415157
SNX19,7.146074753,7.058045857,7.144505299,7.07513682,6.943030499,6.950585057,7.05951752,7.457938969,7.491813021,7.533765785,7.252343747,7.523867712,7.33201864,7.567355303,7.286326727,7.319419232
ASIC2,5.301989965,3.646600469,3.363549577,2.85140925,1.648285958,3.447288248,2.69209684,3.698962975,2.726528263,1.017373223,4.648522966,3.21887879,3.014124943,6.132665261,3.189217313,5.345197643
ARL1,6.674799591,6.276481777,5.913633838,6.448952145,6.297299651,8.954455158,6.877940522,6.558861491,6.100151393,5.526660421,6.670387157,6.765746892,6.234420845,6.552261781,6.971589536,7.026932817
LMNA,6.037193306,7.992337914,8.562364552,6.909329093,7.089773545,7.452513072,7.868304017,7.323748349,7.427731867,7.061948965,7.336453002,7.798569004,7.789298882,7.854837223,7.119802281,7.614923288
LINC00939,2.03265806,3.965553435,1.521382468,2.10850773,2.348552542,5.166896172,2.929503187,4.130889696,2.285431812,2.311331633,2.588754206,4.746597622,3.120555987,3.148070181,4.749957897,2.722750164
LMNB1,9.654412268,8.911490861,9.44168266,9.561950421,9.492762509,9.82569978,11.19570439,11.52951352,10.85699347,9.746025502,9.388305796,10.15467889,9.218764219,9.651204207,9.858514134,9.902156508
LMO1,3.995728716,2.00378571,6.090008648,1.475032987,4.907856878,6.454320682,4.75681515,5.485488012,5.616772306,1.027642418,5.355351096,1.63675221,4.617686378,5.297767352,4.460408386,5.040590011
ST20,8.83789595,9.157005803,8.834420484,8.961964747,8.772294777,8.744282212,8.836309196,8.238347413,8.088613356,8.316937667,7.868791695,8.276240747,8.763952616,7.915210148,8.806169364,8.452793087
FAM174B,5.028166874,4.167823549,5.870756783,5.949081977,6.21128871,7.357727932,5.392159405,5.407077375,5.293881753,5.453800691,4.272508486,5.947406673,5.700489657,3.224511111,3.563072689,5.584457469
LMO2,10.10639282,10.40355533,10.21270308,10.20026108,10.73382036,10.30506992,11.53820834,12.14941054,11.66240135,11.58475585,10.87403614,10.98240897,11.21098176,11.01028332,11.3531744,10.93813139
KNOP1,6.722206425,7.036151628,7.497931652,7.118287041,6.725700263,6.827869823,7.159901603,6.692245845,7.000078895,6.751276249,7.592509362,7.055662042,6.730898042,7.433293326,7.812158048,7.180794335
PRICKLE3,6.130677635,6.401794276,6.387557272,6.440485505,3.656805241,5.885859849,4.020893291,5.854993017,5.257429331,5.461849385,5.669661774,5.635423566,6.635123147,4.259227284,5.943993975,6.047139184
LMO7,1.817299894,5.424156209,5.236412254,4.086393153,4.812133655,4.611998564,5.82767424,3.99705751,2.96811472,2.408578725,4.23365802,5.446008039,4.463825142,5.272512219,4.15443739,5.598219285
FKSG49,9.957820307,10.16578635,10.61018513,10.4234311,10.2629757,9.523091435,11.40309193,10.12943758,10.42919749,9.177571524,10.00663464,10.60839345,9.007957919,10.17017545,10.36933561,9.852050352
PAIP2B,6.057747012,4.81725998,4.402128662,4.818615409,6.8941023,7.056832771,6.405481882,4.92930339,4.784645314,5.775745903,6.226722375,6.142143826,6.537431197,4.37040843,6.284432698,6.370375298
PHOX2A,3.130522378,1.5088799,3.627513457,2.27639542,3.639463717,3.149696726,6.699204576,3.685222546,3.270035501,2.28166858,3.537171799,2.853726239,2.817109526,4.808379902,3.65082199,5.102821874
LMX1B,1.711076354,2.993161675,3.755987805,1.419533498,1.880317214,3.313084737,2.70213001,1.529750996,1.535714573,2.293188002,2.06303002,3.487139011,3.11638472,4.20591638,4.804662816,2.27757419
VWA5A,7.09547087,7.069025422,6.769229569,7.08512718,7.3068455,8.885598767,6.410447959,7.545674983,7.505279623,7.732309907,7.473908646,7.566107329,7.577043554,7.447504812,7.595884036,7.460963668
LOR,5.418770148,5.043987484,3.075987787,2.48696145,4.914798895,2.897840617,5.377515959,2.660814555,2.361004708,2.933980463,5.699909708,2.701307294,2.456135889,1.309129611,2.413055137,4.020226597
LOX,2.779139929,0.945622684,4.86757528,3.611361264,1.125088989,8.21685739,-1.149459781,0.961193604,1.870325261,0.042041921,0.231309516,-0.772049496,3.384243259,1.923886982,0.466277333,4.741132566
LOXL1,1.931251886,2.329996127,2.030247783,5.35747459,5.722736504,9.189436659,4.666182808,4.460683597,2.203125965,3.32892261,5.602825037,4.697479158,4.990097155,2.986443703,6.269049983,5.485597493
FAM224A,3.149096744,4.727016445,3.123573501,3.990010902,2.007037586,4.388203316,4.155967757,4.318295147,3.937965785,2.251425222,1.454402284,4.13877352,3.617698131,4.322598792,4.695080708,4.975332116
LOXL2,1.693823686,1.384972615,3.423591616,1.258386257,1.376106978,3.419201774,4.644485068,4.00347631,1.0001659,2.152881067,2.970454282,2.109477575,1.507337979,1.823594486,2.515359227,1.592047942
LPA,3.981478234,0.605513298,0.773422508,0.901957773,-1.15392797,1.073559771,0.903315981,3.284783577,3.547030237,0.742006211,1.383369756,2.071611666,3.047733806,1.219072467,3.908697641,-0.194818176
SRRD,11.05824884,10.61504104,10.89876764,10.82712831,11.01111541,10.3127355,10.99798389,11.19099751,11.12956638,10.45990288,10.82472013,10.3083049,10.08673335,10.41345869,9.745649117,9.870756167
LPL,4.079053778,6.2467178,5.910010654,5.671112175,5.699112939,5.775724836,5.090171715,5.141874165,5.730860011,1.260585759,6.162475924,6.571552434,4.762067053,6.321064023,5.452190163,5.20319724
LPO,3.034768596,6.227983609,6.110885199,5.366706882,4.254692295,6.434159484,6.864953727,6.210538878,4.954084614,2.361633627,6.340747401,5.441181337,5.296134325,6.065944914,5.666907101,4.972325042
LPP,5.606231968,5.636943573,5.725253088,5.904272134,4.722050643,5.8526506,7.389756084,6.216860299,5.945879213,5.97589152,5.254159385,6.607822965,5.196976797,1.736959823,5.7688195,4.02787062
ARL3,6.04533812,5.982653674,6.351002809,5.658228624,6.185043895,6.094084021,5.425241085,5.677398302,5.778989124,6.308799527,5.834033593,6.09606573,6.636218579,3.993936975,6.566973416,6.047030093
LRCH4,4.068980295,4.194370771,6.047276628,3.508466684,3.731422222,4.321798246,4.132198435,3.778692198,5.685096368,3.206150886,3.441948191,4.128623348,3.27448979,4.581387404,2.395474156,3.475175697
LRP1,6.881750258,6.630999482,5.385358555,6.018525131,4.379593239,6.674164014,6.067705395,7.031218731,6.53964118,6.109761717,6.728110987,7.474792941,4.247897141,4.912530114,4.859562118,4.77747232
LRP2,2.266525708,5.325350433,4.327550848,4.398172485,3.556760468,5.263680468,2.650741586,-0.140086094,4.371070912,1.362935516,4.51582597,3.711186511,0.846055978,4.230095391,4.107805021,5.18677785
LRP3,3.630743272,5.563887227,4.698023957,3.708562487,4.81353495,6.849336288,3.068784296,4.933954977,5.224665451,3.573653246,6.238435313,5.415599815,6.159798696,4.014944392,5.72744946,3.992768431
LRP4,0.258748049,2.573255751,2.231635158,2.271834999,3.931796502,6.749064913,2.885662212,2.015408362,1.729839867,1.814443781,2.57145596,4.526037503,2.231300299,2.315902376,1.009562163,3.225970502
LRP6,4.501197083,5.685519722,5.670129348,5.563948223,5.301097398,6.024115744,5.918407703,4.499807627,4.879980166,3.520749097,4.813314324,4.946131952,4.628481994,5.534665505,2.963081954,5.256452145
CUEDC1,5.577190122,5.348324497,6.272747342,4.841394516,5.283214323,5.969244907,3.375665043,6.249506021,6.746514321,6.004033901,6.456912902,6.079755697,5.194469272,6.178846079,5.962137162,4.95011843
LRP5,2.396025189,4.791110781,2.307781141,4.653432684,5.482806344,6.814524789,2.281526155,4.281994918,4.695119694,4.080632083,1.58700007,3.555816155,4.211962252,3.911710754,3.997897544,4.579210325
LSAMP,2.203429839,2.072970129,2.082958001,2.137664179,2.218719182,3.030071177,2.438010673,1.753651599,2.08689244,2.059777502,2.443503219,1.919774828,1.330042035,1.90283381,1.22423789,1.375334198
LSP1,12.16769725,12.14386148,12.2418521,12.0427435,11.92662586,11.67258887,12.1936732,12.07826091,11.91466542,11.57545416,11.74716498,11.69443625,11.643509,11.78980667,11.47411659,11.12324845
GTF2H5,7.349710269,7.255746197,7.668714828,7.819693727,7.696967526,8.912919267,7.074430508,7.125010441,7.250743713,7.250004637,7.482098029,7.407862567,7.872440952,7.573412399,7.505081091,7.622439903
LSS,7.172377501,6.754219433,7.239579436,6.892816,7.135955485,7.221703112,7.129118128,6.395071371,7.24681659,6.614468393,6.313565125,6.531529622,6.216976671,6.278475478,5.532921592,6.135442523
LTA,6.708835586,6.803123688,6.53494558,6.839921807,7.192095509,6.30559667,6.974242489,5.621295854,6.396861618,6.828212664,6.649931553,6.532426061,7.124669328,6.739632114,6.653232029,6.986035422
ARNT,6.35146049,4.628470329,4.017262749,5.870229075,5.928417701,4.082975027,4.810206577,4.240459355,3.366112352,5.71224084,5.634927187,6.562428665,5.213689444,5.994181435,6.285478051,4.999936881
LTB,12.11202241,12.18052148,12.06380963,12.60297485,12.45738857,11.20119888,12.09701157,11.44784778,11.43710183,12.35907966,12.19847267,12.24830415,12.49144478,12.315008,12.50579915,12.68012213
CYP4F3,11.22720678,11.31678497,10.73947685,10.72566448,10.0980979,10.73881005,10.38166191,9.993561151,10.07339182,10.39828409,10.34249697,10.66359368,11.02297805,10.38399583,10.51898748,10.33279743
LTBP1,6.838687097,6.152100247,6.275387046,6.262273409,5.418571152,6.860193089,6.688907679,4.988093856,4.959083877,6.180326914,6.70626807,5.99442359,5.58759902,6.415773875,5.556739013,5.016046076
LTBP2,8.143214826,7.533796926,7.982839603,7.849292496,8.214678535,7.798549564,7.900208692,7.883956771,7.767999013,7.257246395,7.682088666,7.57404094,7.342056884,7.314324929,7.27618025,7.741965776
LTBP3,8.908698842,8.8678872,8.742434077,8.721133375,8.361496425,8.578772703,8.058635784,7.519950703,7.983905663,8.200829962,8.459771759,8.266313372,8.256788953,8.810847937,8.457696883,8.729559568
LTBR,8.547873926,8.441031073,8.429302119,9.102301192,8.429820973,8.794877195,9.339531595,9.521943898,9.567313467,8.845966689,8.601666807,8.807625402,8.564187606,8.395975338,8.347333465,8.141667798
LTC4S,3.892255008,6.281147399,6.136257022,4.828768656,5.898636453,4.34424619,1.914392308,6.246862183,5.722405911,3.824778034,6.315951994,5.689100637,6.072397398,6.724391065,5.900139845,5.955463929
LTF,8.86246069,9.258010048,8.543654404,9.333602628,8.975888082,7.944577374,9.241349225,9.519186077,9.442066419,9.712286245,9.289615481,9.596584859,8.418173078,9.123767058,8.750157603,8.887969952
LTK,6.358927187,6.118139584,3.552659877,5.603572938,4.652767549,6.354416897,5.572298527,3.36232961,2.644555439,4.646116564,4.957088108,4.810587058,3.793292466,6.014547223,4.595103785,5.223298973
BCAM,4.020839967,5.337307909,5.892743156,5.074167158,2.320975602,4.480433168,3.134365531,5.698060084,5.31026013,6.204854765,6.473583998,6.304759257,6.040984459,4.716272111,2.290610185,5.79169688
ARNTL,8.753434057,8.840844,8.851393008,9.118871012,8.823071027,7.678811379,9.113359306,8.873668651,8.670865115,7.286825715,8.306895613,8.955449398,6.81174074,8.988781242,8.857781989,7.970255474
LUM,-0.097086717,-1.203319192,3.444773066,-0.501730748,-0.691303626,9.497125318,-0.560008856,-0.108299301,-0.158653191,-1.048310758,-1.599169189,2.295896373,1.032933063,-0.476582572,2.929440695,2.072030319
LY6E,10.21507185,10.21725495,10.44597701,9.944613975,10.01519201,10.82934219,12.76396133,13.73019414,13.52388045,13.26267921,12.73110473,12.54859797,12.08052443,13.13769083,13.29655778,13.13332206
LY6H,3.566194114,5.230402861,2.250897924,3.92816184,4.832965943,4.744812315,4.943382207,4.154299658,3.903934854,1.667801315,1.729261265,1.917343912,4.421297368,4.769480844,4.206025821,5.251620638
LY9,8.466080541,8.605586929,8.495819059,8.482186789,8.605668408,7.546006968,8.248046151,7.74919903,7.755862328,7.687928509,7.803737212,8.291801525,7.880109997,8.859509939,8.28686729,8.379252721
CD180,9.107023482,9.518676758,9.195150711,9.677097687,9.168596911,8.256288902,9.044071663,8.937038305,10.11982303,10.02543029,9.428427176,10.39499851,9.743536847,9.453404401,10.08433007,9.672775365
LYL1,13.62645054,13.3661446,13.60753838,13.43441973,13.83235602,12.80145779,13.59766851,13.55115549,13.29385957,13.26564142,13.53906185,13.11194582,13.11135578,13.15893625,12.89784168,13.09290576
LYN,13.16668564,13.21231855,13.51509613,13.49863732,13.20214832,12.90183231,14.05416337,13.79993927,13.51696804,12.82516749,13.16107361,13.29903626,12.23726674,13.17810148,13.32441966,12.6433692
SH2D1A,6.237525478,6.655795446,6.927303898,6.999098034,3.89929166,6.058448549,3.751078037,3.223473522,3.287209264,3.139142019,5.677846466,2.972688978,5.944382934,6.1380895,5.901096172,3.185371822
ARR3,6.071144827,6.067100875,6.653862565,6.176141227,6.045694145,5.987500509,6.202813409,5.620219826,4.409791441,5.431679784,7.09434165,5.386252242,6.194473211,5.090260652,5.950741343,5.906130576
TACSTD2,2.112326485,4.128870759,2.955275601,5.368275961,0.97008794,2.540974533,4.710045978,5.298585006,4.74832168,4.351013413,5.324483008,5.508891306,4.519523034,5.167614841,2.421406444,4.570462931
TM4SF1,0.239239159,0.415207006,5.064055064,1.326146134,1.258814368,9.798136402,3.340149197,0.373364238,0.290565953,0.860915137,3.866047444,3.561485001,0.847323492,1.291008206,3.298155337,4.643694599
EPCAM,1.648907158,0.971766091,1.826334927,4.698190691,1.786232506,8.844740282,4.584036474,1.140844083,3.952380164,3.937221965,3.354099484,4.86289767,1.465405108,3.72267367,1.194105968,2.65458906
M6PR,10.0663045,10.00960471,10.61305274,10.25747035,9.873367208,9.502718452,9.871144427,10.02662026,9.95124974,8.567910456,9.961406283,10.21724284,8.216241433,10.32947122,10.06540267,9.44674008
CAPRIN1,9.008871167,9.239092483,9.256715843,9.32744935,8.831421261,9.257543419,9.105038964,9.191069088,8.846979022,7.841633533,8.988261472,9.320374107,7.56534584,9.499989352,8.969760638,8.25029368
NBR1,9.559579761,9.421846032,9.778905045,9.721623865,9.253651331,8.802102722,9.859913658,9.443791037,9.215469903,8.496238629,9.238488337,9.665600624,8.497608374,9.39886124,9.302028819,8.955385462
ARRB1,8.010337879,8.136278557,8.521906612,8.274201082,8.536313277,7.506660649,8.039209693,8.346744191,8.75033517,7.938991439,8.737007296,9.471128512,7.663814244,8.519479002,8.622985241,7.712980888
MARCKS,7.368419155,7.997665003,8.37867201,8.168441469,7.743413984,7.201428027,9.081342291,7.782703417,8.339239845,6.526744917,7.364922559,7.906764354,5.42152965,7.212151021,7.793004975,6.583120386
MXD1,7.835140886,7.803246413,8.284421593,8.069385318,6.72334012,6.727743509,9.49182304,8.679775646,7.672397054,5.724036286,6.125159265,7.939749624,5.532329429,7.280826436,7.419918055,6.274710803
MAD2L1,4.994932662,5.660030132,5.407668858,5.481889824,5.76,8.835014526,4.591547778,4.777977222,5.231628247,5.705364211,5.228299227,5.101259265,6.044398491,6.037933451,6.022818307,6.672312185
SMAD1,8.137938931,8.06344362,8.390504328,7.981784169,8.350559126,8.327997173,8.219124948,8.61730583,8.726446383,8.663718197,8.767939443,9.306528837,8.273865518,8.922709267,9.054200008,8.344171609
SMAD3,6.606847855,6.547594807,6.542485581,6.170023182,6.757716683,5.502944749,6.518882867,7.537730923,6.141046478,5.458674005,7.202251187,7.218141808,5.059593227,7.16538942,6.271237035,6.141972229
SMAD4,5.972756977,6.289921128,4.91646709,5.695456599,5.903351656,5.071994292,4.979129052,5.724500211,5.548772598,5.380282692,5.868365758,5.716999123,5.644187971,5.996436203,6.10614728,6.219584809
ARRB2,11.98950804,11.68724882,11.89520415,11.76563005,11.63099512,11.62850022,12.58100516,12.26630634,12.0096432,11.28721601,11.65498503,11.72323857,10.8622344,11.85812868,11.50344315,11.18941071
SMAD5,5.308888697,5.678142347,5.075250225,5.364134655,3.953106897,5.73955111,2.329594369,2.056378901,2.745327699,2.773935157,6.114858391,5.415359815,4.44993108,4.596809944,5.552017336,3.492378783
SMAD6,3.832464736,4.914908892,3.271944033,3.477871573,4.555159678,4.756895191,2.290784148,1.996858721,0.195360198,3.270264299,1.468374782,3.650592252,4.06580493,5.004744068,0.71864,4.750354601
