gene_symbol,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16
C1orf35,7.667402536,8.138747926,8.081563327,7.834812326,8.00242687,8.210486277,7.293692347,7.238891925,7.686458506,8.05884139,8.160496705,8.119008535,8.2625694,8.314066568,8.095913874,8.255982181
BAG6,12.76667176,12.63191822,12.76943291,12.56722884,12.80533478,12.13008143,12.76485708,12.59706555,12.59420095,12.39629705,12.75685234,12.42561718,12.44896288,12.48534883,12.09539043,12.33470905
PRR15L,5.071204907,5.326465442,5.5152299,4.820970313,5.414585459,6.293872559,5.982238386,3.348926401,3.188432576,4.497344111,6.095886454,5.309587309,4.841907723,4.068524642,5.460932552,5.098554307
CENPO,4.89974602,5.737827347,6.566582295,5.404732854,4.836989537,6.418147773,6.400741136,5.774758074,5.449224596,5.601200282,5.696583684,5.336236964,6.106721007,5.647694419,5.379669476,5.823250036
C19orf57,2.702531219,3.41692079,4.630271494,3.466979431,2.875323989,4.241016423,3.618649789,3.084661294,2.983706877,2.412440115,3.601458821,2.946324753,2.991945352,3.039405145,3.554159049,3.239851677
CRELD2,9.389076308,9.545835195,9.236404121,9.467962104,9.464110732,9.663725312,8.908971984,8.814201115,9.361145466,10.05027041,9.675039625,9.238977882,10.01904857,9.351917585,9.524708208,9.787553267
ZNF343,2.320042704,2.006818629,4.110237946,2.146563992,2.587172939,3.972848861,2.067628392,2.090308083,1.500251379,1.74820788,1.161365316,3.892983526,1.870242394,2.711587412,3.743191796,2.384726775
FBXL15,8.383038944,8.493783413,8.200015803,8.444546981,8.279819484,7.565018276,7.496694024,7.825066899,8.293149737,8.886361141,8.688005467,8.598662957,9.113893198,8.725045813,8.655559344,8.969369252
ZNF576,6.101986173,6.805730976,6.444973448,6.976466747,6.944823315,6.222555359,6.76670116,6.257830955,6.009806228,6.441602991,7.374152684,6.763013132,5.745344912,7.171156777,7.138220594,7.004860898
TTPAL,8.056095756,7.990733676,7.704540018,8.094304698,8.217051338,7.461094677,7.722554824,7.658889818,7.418611628,7.431957188,7.613701077,8.166916252,6.829760784,8.040656856,8.308279865,7.911937203
BRCC3,6.684818738,6.741129869,6.346496004,7.048781105,5.344778797,6.876725662,6.07026051,6.197430992,6.375955165,5.848370055,6.201522126,6.357706822,4.985372914,6.62043099,6.380112958,5.346747737
FSD1,3.295235188,4.636862392,5.496558219,1.904942605,5.697290098,3.629123438,4.938619841,4.635597694,4.322375261,5.854018096,6.486936359,6.361406939,4.953274553,4.677220689,6.158435999,5.629085543
SLC39A7,7.540639528,7.517771731,7.923220505,6.866846175,7.636740611,7.922822231,7.170005149,7.549584467,7.582330188,7.547634905,7.656861003,7.857831743,7.506002049,7.889534384,7.935813306,8.04383114
THOC6,8.450283367,8.056626878,8.123552395,7.973266861,7.777018546,8.156811194,8.239889664,7.659753342,8.428431363,8.773880973,8.205436502,7.658347175,8.296237132,8.340299662,8.048056317,8.842966265
HSD17B8,7.965056983,8.087420408,8.090557072,8.270080366,8.310762723,8.062720767,6.952310267,7.101797128,7.596085371,7.663237865,8.210496018,8.130112328,7.890483173,8.49491957,8.181400762,8.456576193
ZNF557,5.497711352,5.859283807,5.516361907,5.063472742,5.518727108,5.007760626,5.263263566,5.785338683,5.467700096,5.928308729,6.500700092,6.1841057,5.84954647,5.264641514,6.339185498,5.410191834
CALB1,4.09594973,2.456033352,1.571273915,4.001171714,1.482936029,4.534086511,2.498314702,1.832570055,3.882056071,3.976171141,2.655212132,-0.029133096,0.737375261,0.635902948,3.425204152,0.253735184
OR2H2,4.536687049,4.603252457,5.331049492,3.866937643,2.917603608,1.489707336,5.326954335,3.250437137,4.038251794,4.15704371,5.169279652,4.929388615,5.275964304,4.104445697,3.406359792,0.386248103
RSG1,6.275528589,5.878904319,5.828055221,5.714888404,5.346095269,6.416762067,5.723400195,6.589854851,6.154095062,6.044282634,6.305069467,5.060894761,5.776061865,6.385020259,4.999273961,5.899497107
ZXDC,9.645346805,9.689281686,9.317681681,9.472585248,9.434254997,8.759705131,8.994186527,8.765571211,9.03208982,9.728014023,9.289947402,9.552770909,9.975890947,9.339847777,9.484776582,9.327602043
BHLHE41,6.652343079,6.524817495,6.065447371,6.107369839,6.001820254,7.290673212,5.497685808,5.58420188,4.347467237,5.716831805,5.814527352,5.601506363,5.939710843,6.111838845,4.890558563,5.925477296
HMGN5,1.84829343,1.307585902,1.409830806,2.070986892,1.912435265,6.667693471,4.434408054,2.728858718,4.07244885,-0.947333708,-0.109428791,0.315809654,0.167910234,1.972861724,0.773582862,1.346968232
FCRL2,8.263123632,7.637900008,7.334907887,7.987013828,7.129190269,7.223953423,7.536029581,7.071676874,7.251719093,6.6846785,7.066950244,6.950153432,6.698760221,7.879779271,7.42304866,6.686556553
B3GNT4,5.320105542,6.405839235,6.443611624,5.907513225,5.790985716,5.473955714,5.857655108,4.13450025,5.790255953,5.299087102,6.011269753,4.732388605,6.407235468,4.772772468,5.365947939,6.104212935
BCL2L14,4.629403252,4.889848283,5.197181301,2.683752589,2.336437648,2.864766573,5.778894535,6.170199488,5.782709969,4.038629324,1.5607932,5.374239644,3.859194339,3.939499291,5.209788656,2.66489238
CALB2,6.287673599,5.853484228,6.485789066,5.782602519,6.140154907,6.703017618,6.198221069,6.507897686,6.549696891,4.917431755,6.644836889,6.627471141,5.500426037,6.306570304,5.177997497,6.164452431
LST1,11.87555355,11.77130788,12.11460128,12.0171355,12.24946312,11.50531039,12.18913578,11.88141608,11.93921188,12.38574109,12.00961171,12.16369684,12.54329529,11.85982594,12.21996408,12.12774611
NOX5,3.299032136,3.170457097,3.149249609,3.050634033,5.255991619,2.894418118,3.442372938,3.14146549,5.423843694,2.605683963,3.146265824,4.542821396,2.941239679,3.202502353,3.225282643,4.926132292
PLA2G7,6.245893019,5.740153131,5.666279401,5.969555749,6.537341112,5.685968173,6.26661603,7.408244811,6.926580651,6.966072795,5.811229534,5.505509886,6.222308047,5.454600346,5.908133183,5.667125738
KREMEN2,3.522118539,4.044324169,5.452977538,2.506673024,5.363948997,4.513724438,3.34283916,3.666529378,5.03297801,5.028980156,2.946704663,4.933185476,5.599282083,3.898779125,5.716549241,4.796826142
ZBED2,4.661795196,3.057776033,3.455925547,2.308212322,2.137496966,3.869476634,3.348119084,0.298634857,3.641603828,2.22980631,2.832221664,3.59280384,4.281453453,1.919713819,2.35113359,4.677220689
LRFN3,6.926888964,7.08537154,5.626885894,6.918290815,6.327572404,6.619779801,6.486949226,6.040519876,6.327667606,6.383393259,7.071891353,6.322211196,6.72994697,6.86155842,6.912218716,6.87758476
C17orf62,10.95115355,10.85051504,10.724727,10.74953427,11.00721653,10.82110429,11.46174034,11.93070038,11.27068077,11.32542914,10.70898039,10.95137943,11.20485232,10.84567038,10.9587412,11.18934893
TFEB,8.467149032,8.653884056,8.718505477,8.507104835,8.898634639,7.888493647,8.558064779,8.705739506,9.075484498,9.126637369,9.02490971,8.92025161,8.852342236,8.460242906,8.719563371,8.48895277
HAUS3,6.91986443,6.396481483,5.815670205,7.542134208,6.83092712,7.358246794,6.527331556,6.445350953,6.724977624,7.02087996,7.016552033,6.845590409,7.087865891,7.287767778,7.050251359,7.241001163
LRRC2,3.772635247,0.360510365,2.178708268,2.455591567,0.377512488,3.352250046,4.746027854,0.135442934,-0.051921009,0.223088869,4.065106962,3.786774074,0.671909274,0.571142829,2.788481088,0.966762677
BIRC7,3.008212566,6.528735394,6.645888957,5.987329962,5.117408303,7.245790363,5.302052131,6.603181229,5.965975862,6.393225691,5.773165587,5.1844509,5.100313317,5.386210848,4.801732929,5.947137789
WDR25,4.394212291,5.293962656,3.503221508,4.936760416,2.981310171,6.614004518,2.743794992,2.946448281,2.84607203,3.429575796,3.048769773,4.397193726,4.891798282,4.151712722,5.437427507,5.082736647
PAGR1,8.447546137,8.383034623,8.326398026,8.512653563,8.291023314,8.251136785,7.779706225,7.846418095,8.117274265,8.715656607,8.626015611,8.502485754,8.808394705,8.121580139,8.867881024,8.52775848
S100G,1.674948699,2.887981402,4.884768846,3.243594446,1.521673927,1.798904885,3.250641781,2.031642212,2.317376433,2.304648296,1.960489469,1.399761726,1.436881408,1.505047418,0.876746777,1.687195095
FAM65A,10.4593189,10.32959455,10.59017533,10.21703679,10.13683735,10.1331936,9.90576305,9.919420535,10.30486464,10.74576675,10.44982959,10.46652516,10.61513302,9.897545998,9.885865644,10.15488138
C2orf47,7.969156247,8.42108441,8.609263709,8.036668166,8.73755833,8.655616585,7.890002774,8.184875343,8.634491626,9.096939117,8.987525521,8.451549075,8.994998262,8.525007847,8.785756506,8.915580653
EPM2A,2.982362072,3.32067818,3.705812065,2.73331312,4.523066337,2.831115167,5.187447095,2.752279746,3.975721888,2.164342205,2.734401812,3.426747809,1.731218005,2.368265483,2.845036346,2.142658495
NKAIN1,2.288650911,3.900808858,4.139813265,3.02744603,3.160299037,4.996357108,3.768184325,3.33819619,3.330730481,1.646038202,3.470588924,2.990945787,3.005888589,3.383925431,3.165551823,1.873293498
ATP13A3,5.512729403,5.98856654,5.067698943,4.426613643,2.748972097,6.461865751,5.37282328,2.90433958,2.757601489,5.009960707,5.670834672,5.052941853,0.894286172,5.362066551,3.244371066,3.083535066
TTC13,9.332273807,9.176941052,8.5662101,9.126805122,8.917882229,8.459710294,8.775030782,8.116354359,8.989655623,9.294494393,9.294689666,9.238724772,9.760581908,9.257585846,9.562692719,9.500728371
EPS8L3,4.701221891,5.738032794,5.509113073,5.413976503,4.146956567,6.877057089,6.132068849,6.040311642,5.291946069,3.678894458,5.254877445,6.198372352,2.866745802,6.021908297,2.602335724,5.701155339
ABHD8,6.916619951,7.098705885,7.722957769,6.416366871,6.835330406,6.351024017,6.69219004,6.160414011,7.083330396,6.440193122,7.101418964,7.04507159,6.315749164,6.036795624,6.994998262,7.594593335
CDC73,8.324824102,7.988412026,7.519785625,7.313762822,7.919018229,7.557662812,9.138333245,9.346088175,8.440545303,8.322081373,8.083474009,8.040908865,8.018784373,7.583985345,8.122113587,7.992649485
SLC52A2,7.989831571,7.786870761,7.594832164,7.650620972,7.414034026,8.149117073,6.731414076,7.29904313,7.596681754,7.345627012,7.656882449,7.944905286,7.263795002,7.878142899,7.849505187,8.028480749
SPAG16,5.9800413,5.483590087,6.550672918,5.619468769,6.376514398,6.746863616,5.936322278,5.801647579,5.646061826,5.783281152,5.515961549,6.099991553,5.905235356,6.376686292,6.328791595,6.610059234
TMEM231,4.104797913,4.84967907,4.790433215,3.382971528,5.058281857,6.055186976,5.127715811,3.494466814,4.764696467,5.215399038,3.762221232,5.559660057,5.206811206,4.344764597,5.256191702,4.449594388
CORO7,8.551308365,8.56199432,8.371092699,7.95923113,8.482364293,7.842658337,7.632311845,7.896193123,8.411760949,8.401592071,8.57728153,8.696056429,7.866679294,8.393489137,8.442947642,8.517374127
CHPF,7.070453732,5.804495038,7.263231636,6.683542072,6.833838844,8.09810053,6.791605725,6.627047919,6.404290064,6.995247065,6.800032728,7.189626916,7.122476012,6.593552472,6.611482255,7.034699937
CARS2,10.28497443,9.920226298,9.828265035,10.06394778,10.05035204,9.843197167,10.43198852,10.99279675,10.61770621,10.20251567,10.15321,9.769738686,9.80067345,10.29959726,10.15945511,10.01070992
RNF128,-0.06416011,2.886944177,3.893488417,3.172333893,1.051713157,6.68420159,3.786627724,3.268742782,3.738465217,0.983137723,-0.126763208,3.650419925,-0.874494365,0.919271426,3.408249907,3.967592867
MRPL24,9.1099116,8.869954665,8.884710856,9.1224113,9.300064221,9.623810176,8.614588388,8.387853627,8.237673652,8.817559307,9.205886087,9.131404279,9.11999676,9.291746281,9.248245441,9.405707365
RNF219,7.726858458,7.621202064,7.3384779,7.995241411,7.422022704,7.901361706,6.894672274,7.096546501,7.917002034,8.10771925,7.606249738,7.712520122,8.238743876,7.941922058,8.106243615,7.670542953
CEP97,3.076865182,4.608708724,4.99773048,5.113475477,4.747478707,5.895639502,4.665296118,3.956660747,4.350249705,4.683280988,5.396156063,4.427827387,5.008442068,4.676837196,5.103669679,4.758724239
CALCA,2.61805772,0.890866891,5.206834643,4.3750881,-0.137182848,1.52246258,4.834463465,0.764702835,2.23661507,2.014640947,5.177479338,4.46955391,3.137477293,2.409146506,1.808084329,3.701526879
TCTN1,7.556628669,7.802981571,7.743743838,7.40917876,7.719696837,8.007901872,6.640859487,6.706544366,7.157245867,7.133399125,6.789129308,7.173037462,7.618392844,7.259291321,7.337282929,7.579481885
CERS4,6.171993385,6.633438476,6.704443186,5.862431554,7.291069373,6.246548701,6.017017714,1.742174408,6.023716657,6.062195123,6.340227548,6.778392582,6.13515108,6.113694249,6.705079392,6.599326721
PGBD5,1.813926864,0.836804779,2.598072158,0.783171649,0.671583241,3.893721384,4.765778711,4.018376018,0.553969895,1.357557635,2.285946641,3.307647099,2.544401305,1.328428638,1.830997577,2.066853831
RIC3,6.569515396,6.345046802,5.596082389,5.71414109,6.349703193,4.470673514,6.430203299,5.260195065,5.813386159,5.914528647,5.730697011,6.551898942,5.330547644,5.886852506,5.924399228,5.59944575
VCPKMT,9.401572873,9.08107061,8.902106751,9.305313938,9.349615183,8.559721231,8.615044717,8.92473532,8.843082506,9.01774657,8.695482351,8.997902059,9.287255261,8.820928841,9.197516507,9.225737653
ACSS3,3.810659029,5.186686746,5.806883393,4.507940488,4.059286049,6.661706852,5.447721343,4.696088431,4.425694274,4.516046674,5.690417096,5.103119921,2.240381501,3.741315967,3.948012063,4.857354033
NAA16,3.013131697,4.421041478,-0.06202292,3.416218223,4.237953707,4.948792384,4.473747954,-1.777863164,-0.350051667,4.513174885,2.691049463,3.886872011,3.35280089,3.856368255,4.308761309,4.454195638
CCNJL,8.238094192,7.905826215,8.182985216,7.981024921,7.785099312,8.269706447,8.141115981,7.771793163,7.858223497,7.531443846,7.558443674,7.910037046,7.71040008,7.977755019,6.791827092,7.272097861
HMBOX1,11.1142629,11.47529265,10.81527121,11.23990279,11.21867221,10.2361697,10.47221358,10.45975947,10.73342213,11.23347588,11.09155439,11.54988091,11.55235209,11.22026344,11.4018075,11.13332206
RNASEH2B,6.358185244,6.286827563,6.346263733,7.079388779,7.127963378,6.34694271,4.948792384,6.823227104,6.406495854,6.568933508,6.776169803,6.628121786,6.901651324,6.67027384,6.570488737,7.178664851
SNRNP25,8.741746734,8.646292286,8.275030335,8.712382552,9.1224113,9.539151055,7.698787997,7.783666181,8.72167,9.265340779,9.069355778,9.085026237,9.307389816,9.086980094,9.437727108,9.737674933
GALNT14,7.504946074,7.48810524,7.518857695,7.392781072,7.191394858,8.22330187,7.440321047,6.022640789,6.748434397,6.346873586,5.76282184,7.565741865,7.027021315,7.119387305,6.939485186,6.892500317
ARMT1,7.690780238,7.406919266,7.64374077,7.663216513,8.051361225,8.195697008,7.740131539,8.297365689,8.342145801,8.019234875,7.799715498,7.615107267,8.293821072,8.025615767,8.156937566,8.109125455
NDNF,2.450139657,5.524991398,5.359306802,5.343219478,5.287324531,6.249756299,5.406954969,4.475966837,2.113363787,4.982254361,3.596982834,5.778631754,4.837312556,4.891739966,5.085862259,5.122548486
SH3TC2,2.064958708,4.956363378,5.867100786,3.654011561,4.980774795,5.17990113,4.94506453,4.588534756,5.77071278,4.101650076,5.592597562,4.856960798,4.50053439,5.049652547,3.872227922,4.27135097
OCEL1,8.681913035,8.425551619,8.459034003,8.318547329,8.445474282,7.737118872,7.299885697,8.407446231,8.343629895,9.434040189,8.642708791,8.859134068,8.836580614,8.417493906,8.538856279,8.784732985
C1orf54,5.54987244,6.496240227,5.715520022,6.074212124,6.444297667,6.404026029,5.953013747,5.27736366,5.439390426,5.291095166,6.186207362,6.879595502,5.905218505,6.623189416,6.173437292,5.633024269
FAM184A,5.737470449,6.486917057,6.736672517,5.422148886,6.099105807,6.784320755,6.112087066,6.142674831,5.443334795,5.929712897,6.167933911,6.222966809,5.464475503,5.611520615,6.153578377,6.078400622
FAT4,5.196961065,4.986829575,6.188127901,4.804032902,3.804600869,5.543959797,5.385755435,4.64727421,4.704274406,5.073361822,5.080896387,5.483857687,4.486643588,5.504769739,5.397426498,3.854644016
SCRN3,5.599198755,4.763278772,3.349662506,5.498774228,5.078716564,5.400613068,5.076644601,5.176055434,4.354275833,4.95910243,5.368782315,5.052720191,5.033977947,4.763624032,5.730414432,4.237234822
CCDC121,3.593294006,5.344785897,5.206135253,3.232981491,1.187241999,2.988277494,1.320138043,4.564957325,4.822985019,0.955840976,3.14364484,3.204494459,4.007877211,4.151672137,3.66101986,2.385182513
ARMC7,7.861080701,8.291419379,8.026030933,7.758149912,7.866636026,7.668466648,8.054343836,8.211547652,8.319225019,8.085801725,8.323036741,8.205710179,8.773060062,8.413458688,7.831370588,8.043306223
TMEM53,6.693222091,7.245248449,6.601695031,6.170812387,6.293532344,7.129076903,6.359160944,6.552713665,6.757556689,6.719553104,7.003242417,7.359529955,6.703709817,7.32243295,6.585425291,7.122175723
C22orf46,6.039667022,6.250232086,6.423709258,6.082702589,5.461859205,6.001905803,6.292345562,5.293694186,5.155461863,5.815849494,6.283658834,5.909629115,6.241386411,6.657068301,6.329263552,6.404049879
ROGDI,10.52590248,10.34869496,10.74194724,10.44263254,10.96713257,10.26035504,10.70131513,10.86073782,10.71140887,10.37302825,10.69457554,10.28674256,10.14362556,10.42123382,9.937066268,10.31089675
ARSJ,1.459977117,1.087686866,2.661927418,0.416645208,-0.762553758,5.296916207,2.998746114,1.259067557,0.5681878,-0.179642103,0.755895967,0.339525093,1.396466413,3.864938874,3.468987267,4.040541794
CHMP6,7.833472037,7.89452677,7.670635007,7.770069185,8.083835636,7.815472961,7.400819678,7.837009728,8.11653111,8.142520656,7.881089482,8.184969536,8.127947906,8.083325077,8.236593068,8.530258061
SRD5A3,2.253635354,0.960860109,0.556826669,4.565292521,4.265984404,3.883483969,4.818298404,1.559090397,1.310822877,1.404145617,4.698890764,4.546005424,3.221795125,1.823358068,3.755485829,4.535692181
EFCAB1,1.089823534,0.892585315,2.452669228,2.248458935,3.633582331,2.569551851,2.884357615,0.926986188,2.67005398,3.141776093,0.897542488,0.514521235,0.547351112,4.471935282,1.728316733,1.480446094
PANK3,5.536149284,3.089855729,6.188256505,5.563884177,5.464328462,5.340893353,4.87410348,2.888965297,5.411910904,5.117624402,5.458723213,5.376637678,4.857632716,5.015774078,5.929440695,4.753604536
AKIRIN1,8.805105399,9.013626954,9.248152917,9.448741992,9.20358048,8.994687198,9.052171323,9.00274752,9.465707198,8.590257681,9.306920669,8.787716498,8.504330394,9.238693727,9.391153351,8.931201409
MCPH1,5.275495067,3.326911204,5.372447206,5.676713103,2.919721445,2.61356937,3.771494752,4.401944418,3.258748049,6.12532254,3.874383865,4.059614856,4.904233592,5.520453679,5.342910255,5.688695115
MAP7D3,6.870500351,7.051045762,6.760540327,6.204586794,6.44903306,6.362930958,5.689640223,6.282764115,6.301894882,5.920695846,6.292065745,6.995427986,5.093750303,5.758564357,6.357829961,6.139113361
AIMP2,7.401724318,7.093105882,7.410375028,6.305394203,6.348216482,6.950829976,7.089307462,7.078396352,7.568609797,6.929648993,7.858005869,7.37090532,6.904158913,7.361882381,6.576797227,6.994206331
USB1,8.944041429,8.966049716,8.967860271,8.799870885,8.779781723,8.602869566,9.056025286,9.137255027,9.164074749,9.311771017,9.021604647,9.446709069,9.137511209,8.740779183,8.58232266,8.907704887
RHBDF2,9.464092348,9.823480294,9.679388609,9.28529355,9.512529129,10.1208988,10.93735911,10.7936602,10.44411417,9.83302447,10.0980979,9.803002567,9.264292458,9.848813827,9.741633831,8.858267018
TMEM204,10.64304445,10.69241499,10.54020555,10.79582863,10.79361144,9.684217372,9.41408901,9.432974018,9.661197341,10.54375685,10.60412694,10.18694371,10.89607503,10.8574912,10.63550048,11.14296859
BEND5,6.396657865,6.193866343,5.27947501,5.76395328,5.517678835,5.693974743,6.030878973,5.155178485,5.228710965,6.020539982,5.778124452,5.203299056,6.5475763,6.013453327,5.413025341,5.295425493
RPAP3,7.245904424,7.285587168,6.733977927,7.651819489,7.699371173,8.188227818,7.557402431,7.986820475,7.827939667,7.673146509,7.408533551,7.373952655,7.657404205,7.639145321,7.982417522,7.789807487
ARHGAP10,6.891151816,6.990864122,7.192470366,7.074933523,7.150569831,6.930406189,6.309752815,6.000980249,5.643068263,6.792425915,7.243669081,6.161248806,6.757570022,6.043685713,6.877216637,7.087314321
DYNC2H1,5.774468182,5.697590358,6.417663518,5.176953016,3.069770897,6.259069064,4.912367238,2.917725802,4.734221866,5.208751343,4.408467316,5.193661369,5.324187749,5.05338073,4.251825114,5.254975678
ICE2,7.503507754,6.991578532,7.481823645,7.376160126,7.602238614,7.829304134,6.64754477,6.642962885,7.378650337,7.033654255,7.448281529,6.773271104,7.720353718,7.297127206,7.764354118,7.463810432
PLEKHF2,8.993979985,8.760390626,9.000312738,9.176400072,9.262083097,8.824430557,8.94330015,9.385886122,9.337811424,9.43302411,8.981199069,8.46767483,9.30559895,8.901271189,8.990946354,9.183880978
KLF3-AS1,7.010970008,7.22936681,6.152213847,7.575856869,7.36339889,3.322692521,4.93119136,5.661894934,5.242084171,6.338324571,6.344512518,6.740037066,6.570821132,6.572792677,7.15984107,6.662504606
PARP8,10.88368954,10.67545429,10.90051213,10.68359997,10.43668031,10.34962403,10.97180936,11.03820569,10.7851827,10.54561128,10.54624819,10.48136555,10.61472825,10.6952805,10.51228615,10.29952858
C3orf52,5.273210012,5.018135625,5.05516528,6.100944018,5.865864391,6.726763112,5.551974285,4.505973476,4.867308397,3.018324382,3.114911681,5.714124601,4.114858391,4.972945333,5.442240218,4.78046759
ZCCHC6,10.57807072,10.48120407,10.53575166,10.44355485,10.1155249,10.32121784,11.10974579,10.65277328,10.57169577,10.35082871,10.08405097,10.24643184,10.19250242,10.04753294,10.40944398,9.962488292
NLRX1,9.262219372,9.340753631,9.414287779,9.165251222,8.837921173,8.994022428,8.062083925,8.124369496,8.545563017,8.574650288,9.240450291,9.335225083,9.253407875,9.071810927,9.149106909,9.024557936
ZNF329,7.427161966,6.729879012,6.861111726,7.054967829,6.836290258,7.307883849,5.883633034,6.490051809,6.546116584,7.098979528,6.821786735,7.114929167,7.191473822,6.984771612,7.243431075,7.320439548
OGFOD2,8.018294779,8.093882321,8.430214174,8.050006421,8.083591016,7.96157124,7.72768906,7.920239698,7.982759759,7.918296779,8.284874984,8.474257561,8.011327905,8.367663734,8.59448137,8.489912168
SMC6,6.604148439,6.410634512,6.3780451,6.600076438,6.539197593,8.420292907,7.003118709,6.296235296,5.874270734,6.21160216,7.006387797,6.520134624,6.055983003,6.969530424,6.601010063,6.715660039
VTCN1,5.365881469,5.043536991,1.427177055,3.363409404,2.975173426,1.96261565,5.132527491,3.799066578,3.168516885,3.10212227,2.852046793,4.384429777,4.284158746,5.427418449,2.869810224,2.370839427
CENPU,5.928919816,6.598994877,6.69149229,6.214237512,5.753609884,9.188272333,6.167215402,5.604014967,5.826703553,6.245527988,7.143373009,6.983472493,7.203357792,6.14554296,6.908008251,6.820880988
ZDHHC14,6.756129288,7.349497976,7.561463617,7.316607374,6.876087144,6.791840112,6.278798822,6.24830712,6.058472361,6.894078041,7.230644948,6.809581651,7.266533578,6.903833655,7.180416431,7.269958853
MSANTD2,8.518751496,8.696637233,8.452677793,8.362588238,9.033557904,8.107834307,7.581998928,8.085615858,8.265343124,8.727508683,8.493134922,8.840264944,9.021854455,8.808027808,9.23861253,9.257868661
SAP30L,7.188915177,7.434920073,7.098632204,7.629771882,8.129473646,7.343851933,7.037843424,7.435611927,7.926699241,7.690850063,7.350921507,7.35172549,7.710689361,7.565193494,7.423922669,7.635377129
STEAP4,5.656304723,5.288247809,6.559046638,7.004299131,5.762210599,6.575103536,7.74247113,6.435080146,5.25198413,5.386259141,4.23793077,5.316978383,5.320773477,4.192991058,5.462965169,4.868859586
GAL3ST4,7.419783253,7.950940759,7.634578748,7.461847748,6.707676628,7.135196237,7.508801005,7.045442971,6.676676437,7.645788107,8.158690467,7.975612992,6.736875423,7.059063196,6.434951755,7.687207695
ZNF322,6.551409888,6.405226575,6.359853202,6.718786289,5.863616384,7.306535672,6.656782364,6.616182702,6.905242578,6.6539342,6.722684598,6.803924446,6.402976222,6.455527786,6.470369289,6.302476254
YRDC,7.747877435,7.651073224,7.342128018,7.573351802,7.840859732,8.087685593,7.23148041,7.673888511,7.594444046,8.015916772,7.960436413,7.43026018,8.518688559,7.562135554,8.213862438,8.075206362
MANEA,5.947937279,6.050634468,5.539549682,5.698174019,5.280536951,5.659005461,5.780005568,6.159049877,5.360290524,5.340765201,5.958503996,5.488897355,5.825844128,5.820926927,5.628105742,5.833244317
GALNT12,7.348737005,7.158670273,7.508301872,7.488097204,7.087526488,7.726592837,6.305447103,6.760194328,6.347135886,7.351513494,7.190051815,6.753377225,7.496973581,7.526984294,7.24937897,7.563516624
ZC2HC1C,2.51075689,2.748257266,3.321919439,4.123219216,2.910882295,3.409390936,2.692190598,1.305579525,2.697776043,1.256889886,2.892606685,2.111298453,2.444860509,2.78605891,3.138786624,2.596183792
C14orf169,8.848497755,9.07561285,9.111493039,8.994969987,8.979430912,8.797836584,8.432996977,8.651629371,8.850243106,9.402671021,9.271164186,9.055363788,9.40165393,8.947806399,9.145124622,9.541388998
ZMAT4,4.155133949,4.676052974,2.996475522,3.347708171,3.235383958,3.364894552,3.447169207,2.978922287,2.743517122,2.480161699,3.402435683,2.634040246,2.926257562,2.800483723,3.221812135,2.892179221
CALCB,4.896518898,5.784752612,4.934808974,3.539233271,5.153181114,5.76463278,4.627986138,4.26756576,4.244833794,4.941139184,5.606385964,5.43495509,2.116501167,2.812179873,5.232906301,4.041900037
OGFOD3,8.78784707,9.133689382,8.406022132,9.005613322,9.310092409,8.83491027,8.726623488,9.249137162,9.382003588,9.542521178,9.391806378,9.664473951,9.595007529,9.650879419,9.515579609,9.914764817
C11orf80,6.605678037,6.985944373,7.047429328,6.926936391,6.584192858,6.957949412,5.59147597,6.096392587,5.990968471,6.502470638,6.92844139,6.37916693,6.070322773,6.968194456,7.323162874,7.083362311
LRRK1,5.875595783,5.953772747,4.84471204,4.873655733,5.682854169,6.49943773,6.043672591,5.97480461,6.863864134,6.710957926,5.918209703,5.972977489,6.937721026,6.410213886,4.512827358,6.314658464
NOL9,10.16075383,10.12449616,9.7845367,9.862809355,9.590179071,9.661813719,9.277903407,9.024402797,9.241301551,9.854541169,9.913592553,9.96199657,10.05738258,9.944786719,9.878895432,9.818858548
MORC4,6.562805652,6.974666968,6.755234776,6.925002476,6.273310735,7.045410206,5.953844902,5.77173507,5.765951052,6.565056368,6.802968651,6.412371688,7.130755875,6.500244367,7.02666729,7.094869433
IPO4,7.266205598,7.525841807,7.365150095,7.038106902,7.459710294,8.144367635,7.321242652,6.967203199,7.533508841,7.642513859,7.726551967,7.722377219,7.493423176,7.847834093,7.683913965,7.593159526
GTDC1,4.760119795,5.914200934,5.891117784,5.754395833,4.698740777,5.87500593,5.829202637,5.785736238,5.441214543,5.118970134,5.529502394,4.909422707,4.693665367,4.72092414,5.304584051,5.597498399
IGFLR1,9.916206412,10.00708335,9.797085954,10.02912155,10.43364803,9.626285806,10.63689646,10.60904943,10.28359772,10.23087307,9.944201062,10.00504904,10.36219589,9.959942543,10.11775997,10.4684815
CCDC51,7.061484606,7.386259141,8.003096215,7.270379433,7.611910067,8.323986974,7.414583768,7.13996057,7.692915342,7.820064053,7.480313599,7.450394728,8.082707911,7.601013035,7.430009221,8.043393723
PPCS,8.393514878,8.489775724,8.959651355,8.595540957,9.195332833,8.747770044,8.115735562,8.895032939,8.976495388,9.628286953,8.342199148,8.653020595,9.035604666,8.655237324,9.279273952,8.721646078
